"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","341.55","337.50","343.75","335.25","11.71M","1.82%"
"30-07-2026","335.45","330.80","336.10","329.35","6.03M","1.10%"
"29-07-2026","331.80","327.85","332.40","327.10","8.14M","2.28%"
"28-07-2026","324.40","326.80","326.85","322.90","","-1.10%"
"27-07-2026","328.00","326.50","328.60","326.25","24.53M","1.09%"
"24-07-2026","324.45","321.20","326.25","318.40","24.88M","-0.06%"
"23-07-2026","324.65","328.00","329.00","323.70","20.28M","-1.04%"
"22-07-2026","328.05","333.75","334.70","327.20","9.17M","-1.74%"
"21-07-2026","333.85","337.00","338.50","332.00","5.13M","-1.02%"
"20-07-2026","337.30","335.05","337.95","333.00","5.08M","0.15%"
"17-07-2026","336.80","332.50","337.95","330.20","8.75M","1.13%"
"16-07-2026","333.05","334.95","340.35","332.40","6.74M","-0.19%"
"15-07-2026","333.70","334.60","336.00","332.10","5.89M","0.00%"
"14-07-2026","333.70","342.50","342.50","333.10","9.42M","-2.99%"
"13-07-2026","344.00","339.00","345.75","335.40","9.49M","1.31%"
"10-07-2026","339.55","335.75","341.80","334.60","16.23M","1.97%"
"09-07-2026","333.00","333.20","335.75","331.40","9.53M","-0.02%"
"08-07-2026","333.05","342.40","342.45","331.50","15.59M","-3.11%"
"07-07-2026","343.75","349.10","349.90","343.15","6.18M","-1.32%"
"06-07-2026","348.35","347.00","349.90","342.45","7.71M","0.91%"
"03-07-2026","345.20","348.00","349.25","342.25","11.18M","-0.83%"
"02-07-2026","348.10","352.40","352.40","346.10","9.70M","-0.51%"
"01-07-2026","349.90","355.10","356.55","348.70","13.36M","-0.65%"
"30-06-2026","352.20","347.00","356.95","343.15","15.03M","1.78%"
"29-06-2026","346.05","351.95","354.75","345.00","22.06M","-2.14%"
"25-06-2026","353.60","351.95","361.65","351.05","22.43M","0.68%"
"24-06-2026","351.20","356.00","357.85","348.35","31.84M","-1.20%"
"23-06-2026","355.45","362.00","362.45","350.80","15.48M","-1.97%"
"22-06-2026","362.60","363.00","371.70","360.10","13.41M","0.72%"
"19-06-2026","360.00","363.30","363.45","356.95","10.55M","-0.65%"
"18-06-2026","362.35","363.50","363.70","356.75","21.12M","1.12%"
"17-06-2026","358.35","393.55","393.60","353.15","66.40M","-8.67%"
"16-06-2026","392.35","397.65","397.65","385.80","7.04M","-0.67%"
"15-06-2026","395.00","394.85","406.35","394.15","13.80M","1.53%"
"12-06-2026","389.05","379.80","391.75","377.20","10.64M","3.89%"
"11-06-2026","374.50","375.45","377.15","371.00","7.19M","-1.37%"
"10-06-2026","379.70","387.45","388.15","378.80","6.93M","-2.00%"
"09-06-2026","387.45","392.50","394.35","385.60","7.20M","-0.17%"
"08-06-2026","388.10","392.10","392.45","386.40","5.66M","-2.27%"
"05-06-2026","397.10","401.00","402.00","393.15","7.65M","-0.56%"
"04-06-2026","399.35","395.15","400.80","391.00","8.68M","0.26%"
"03-06-2026","398.30","392.00","400.45","384.10","11.53M","1.85%"
"02-06-2026","391.05","381.70","392.50","377.65","16.69M","1.55%"
"01-06-2026","385.10","397.80","398.80","384.10","9.43M","-2.63%"
"29-05-2026","395.50","405.00","408.10","392.90","19.84M","-1.75%"
"27-05-2026","402.55","385.95","405.50","384.45","19.61M","4.40%"
"26-05-2026","385.60","372.80","395.40","371.85","12.42M","3.43%"
"25-05-2026","372.80","365.05","374.15","365.05","20.37M","2.64%"
"22-05-2026","363.20","364.50","364.95","361.45","29.86M","0.43%"
"21-05-2026","361.65","363.10","370.40","359.50","24.81M","0.15%"
"20-05-2026","361.10","358.35","364.60","356.00","9.18M","-0.04%"
"19-05-2026","361.25","354.00","366.45","353.15","12.16M","2.16%"
"18-05-2026","353.60","352.90","359.40","351.25","9.49M","-1.17%"
"15-05-2026","357.80","350.10","368.90","350.10","40.34M","5.51%"
"14-05-2026","339.10","340.80","341.50","334.20","11.40M","0.22%"
"13-05-2026","338.35","336.60","343.05","335.70","5.78M","0.22%"
"12-05-2026","337.60","345.00","346.25","336.50","5.66M","-2.71%"
"11-05-2026","347.00","351.60","353.55","346.10","5.77M","-2.68%"
"08-05-2026","356.55","356.80","358.70","354.60","6.52M","-1.21%"
"07-05-2026","360.90","363.40","363.40","358.00","7.16M","0.15%"
"06-05-2026","360.35","345.75","361.20","345.20","13.89M","5.33%"
"05-05-2026","342.10","342.50","345.80","339.55","7.61M","-0.90%"
"04-05-2026","345.20","338.50","347.60","338.50","10.88M","0.60%"
"30-04-2026","343.15","352.80","352.80","337.80","18.68M","-3.16%"
"29-04-2026","354.35","356.00","365.75","353.00","12.23M","1.01%"
"28-04-2026","350.80","354.00","356.00","349.05","6.87M","-1.46%"
"27-04-2026","356.00","352.10","357.60","350.00","18.39M","1.96%"
"24-04-2026","349.15","348.50","355.00","346.35","20.71M","-0.51%"
"23-04-2026","350.95","359.00","359.65","349.65","26.76M","-2.65%"
"22-04-2026","360.50","353.70","367.45","353.60","12.30M","1.05%"
"21-04-2026","356.75","355.80","359.40","353.70","4.53M","0.62%"
"20-04-2026","354.55","359.10","360.60","352.40","7.60M","-1.58%"
"17-04-2026","360.25","355.60","362.40","352.75","6.78M","0.97%"
"16-04-2026","356.80","360.50","360.50","354.05","7.96M","-0.32%"
"15-04-2026","357.95","353.55","362.90","348.65","12.51M","3.90%"
"13-04-2026","344.50","333.05","346.60","333.05","11.73M","0.44%"
"10-04-2026","343.00","336.75","344.00","335.60","8.98M","2.73%"
"09-04-2026","333.90","333.00","339.85","332.00","9.04M","-0.71%"
"08-04-2026","336.30","320.00","338.45","318.00","18.60M","8.75%"
"07-04-2026","309.25","307.80","309.70","303.10","6.84M","0.18%"
"06-04-2026","308.70","304.85","309.80","301.10","9.09M","1.45%"
"02-04-2026","304.30","299.95","305.20","295.75","9.52M","0.12%"
"01-04-2026","303.95","307.35","308.00","303.30","10.83M","2.62%"
"30-03-2026","296.20","296.00","303.50","294.55","18.97M","-2.15%"
"27-03-2026","302.70","313.10","313.40","300.10","22.22M","-4.83%"
"25-03-2026","318.05","314.85","322.10","313.85","26.14M","2.15%"
"24-03-2026","311.35","309.80","313.70","305.10","22.40M","2.20%"
"23-03-2026","304.65","310.05","310.05","302.90","10.15M","-2.95%"
"20-03-2026","313.90","312.00","316.90","311.15","9.98M","1.57%"
"19-03-2026","309.05","318.00","318.00","307.00","12.61M","-4.79%"
"18-03-2026","324.60","321.00","330.20","320.20","10.68M","1.42%"
"17-03-2026","320.05","316.00","321.65","313.05","10.59M","1.78%"
"16-03-2026","314.45","314.45","316.95","307.00","13.47M","0.06%"
"13-03-2026","314.25","323.05","324.40","308.70","13.46M","-3.44%"
"12-03-2026","325.45","334.75","334.75","324.15","11.19M","-3.21%"
"11-03-2026","336.25","346.95","348.00","335.65","6.81M","-2.78%"
"10-03-2026","345.85","338.30","346.35","334.60","13.26M","3.77%"
"09-03-2026","333.30","340.95","342.85","329.05","15.57M","-5.22%"
"06-03-2026","351.65","355.00","355.85","350.80","7.90M","-1.37%"
"05-03-2026","356.55","355.20","358.50","349.05","11.74M","1.19%"
"04-03-2026","352.35","365.20","365.50","351.35","12.73M","-5.42%"
"02-03-2026","372.55","365.00","380.65","361.10","12.77M","-3.13%"
"27-02-2026","384.60","394.85","396.45","383.55","13.37M","-2.30%"
"26-02-2026","393.65","385.05","395.25","381.05","15.63M","2.42%"
"25-02-2026","384.35","379.20","388.15","378.00","10.24M","1.80%"
"24-02-2026","377.55","376.50","379.80","370.95","12.30M","-0.40%"
"23-02-2026","379.05","378.20","385.20","375.60","33.56M","0.22%"
"20-02-2026","378.20","377.00","379.70","375.00","28.50M","0.42%"
"19-02-2026","376.60","382.25","387.65","375.00","24.61M","-1.90%"
"18-02-2026","383.90","382.90","385.80","379.85","10.06M","0.01%"
"17-02-2026","383.85","378.00","384.50","374.70","7.80M","1.40%"
"16-02-2026","378.55","379.40","380.60","376.00","7.56M","-0.73%"
"13-02-2026","381.35","381.05","388.45","375.50","15.87M","-0.88%"
"12-02-2026","384.75","386.90","388.25","381.20","10.32M","-0.26%"
"11-02-2026","385.75","383.00","388.70","382.60","13.12M","1.37%"
"10-02-2026","380.55","380.50","383.45","378.00","9.64M","0.50%"
"09-02-2026","378.65","373.50","381.30","370.10","11.78M","2.39%"
"06-02-2026","369.80","365.00","383.30","360.30","27.87M","-1.56%"
"05-02-2026","375.65","377.50","377.50","365.50","18.04M","-0.41%"
"04-02-2026","377.20","372.70","378.30","369.25","13.12M","1.21%"
"03-02-2026","372.70","385.50","387.00","367.05","23.51M","2.46%"
"02-02-2026","363.75","344.00","365.25","342.15","24.75M","5.48%"
"01-02-2026","344.85","353.80","361.20","340.00","14.68M","-1.70%"
"30-01-2026","350.80","352.00","354.75","349.50","7.64M","-0.86%"
"29-01-2026","353.85","343.00","354.75","337.30","19.14M","3.48%"
"28-01-2026","341.95","342.00","347.65","338.15","11.20M","0.41%"
