"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","4,875.20","4,850.00","4,886.00","4,820.90","1.00M","0.52%"
"30-07-2026","4,850.00","4,820.90","4,869.90","4,820.90","777.36K","0.00%"
"29-07-2026","4,850.20","4,849.70","4,866.90","4,823.20","837.06K","0.01%"
"28-07-2026","4,849.70","4,750.00","4,860.00","4,712.90","1.32M","2.31%"
"27-07-2026","4,740.10","4,686.90","4,749.10","4,686.90","500.72K","1.35%"
"24-07-2026","4,677.00","4,605.00","4,697.00","4,604.10","513.86K","-0.43%"
"23-07-2026","4,697.30","4,700.00","4,709.80","4,671.60","421.19K","-0.30%"
"22-07-2026","4,711.60","4,685.70","4,733.00","4,675.00","996.48K","0.49%"
"21-07-2026","4,688.70","4,644.20","4,691.70","4,629.20","530.09K","0.98%"
"20-07-2026","4,643.40","4,638.10","4,660.00","4,625.30","274.16K","0.11%"
"17-07-2026","4,638.10","4,626.00","4,647.50","4,610.10","667.21K","0.27%"
"16-07-2026","4,625.80","4,585.30","4,668.80","4,580.00","1.14M","1.01%"
"15-07-2026","4,579.40","4,573.70","4,607.00","4,565.10","619.45K","0.12%"
"14-07-2026","4,573.70","4,579.80","4,600.00","4,554.00","631.16K","-0.60%"
"13-07-2026","4,601.50","4,578.00","4,635.00","4,524.40","770.37K","0.37%"
"10-07-2026","4,584.40","4,578.60","4,602.80","4,560.70","652.65K","0.63%"
"09-07-2026","4,555.80","4,614.80","4,679.80","4,546.10","1.78M","-0.67%"
"08-07-2026","4,586.40","4,590.40","4,630.00","4,561.70","1.05M","-0.39%"
"07-07-2026","4,604.20","4,550.00","4,655.90","4,505.00","3.39M","2.67%"
"06-07-2026","4,484.40","4,450.00","4,490.50","4,450.00","589.17K","0.52%"
"03-07-2026","4,461.10","4,495.00","4,507.70","4,451.00","542.12K","-0.45%"
"02-07-2026","4,481.10","4,404.00","4,497.00","4,383.10","820.71K","1.88%"
"01-07-2026","4,398.60","4,469.00","4,504.50","4,390.10","1.17M","-0.12%"
"30-06-2026","4,404.00","4,277.50","4,428.40","4,275.00","1.24M","2.96%"
"29-06-2026","4,277.20","4,285.00","4,316.30","4,266.60","569.09K","-0.33%"
"25-06-2026","4,291.30","4,335.00","4,335.00","4,225.00","754.05K","-0.75%"
"24-06-2026","4,323.80","4,302.00","4,340.80","4,263.70","652.08K","0.43%"
"23-06-2026","4,305.30","4,375.00","4,417.40","4,291.10","586.59K","-1.54%"
"22-06-2026","4,372.50","4,405.30","4,414.50","4,353.00","390.84K","-1.07%"
"19-06-2026","4,419.90","4,360.00","4,441.70","4,360.00","941.35K","0.73%"
"18-06-2026","4,387.90","4,380.00","4,410.00","4,333.10","562.83K","0.17%"
"17-06-2026","4,380.50","4,338.00","4,395.00","4,327.50","623.87K","0.98%"
"16-06-2026","4,338.00","4,298.10","4,344.00","4,283.50","779.71K","1.27%"
"15-06-2026","4,283.50","4,221.00","4,297.00","4,220.30","1.08M","2.38%"
"12-06-2026","4,184.00","4,067.80","4,200.00","4,052.70","1.12M","3.95%"
"11-06-2026","4,025.20","4,020.10","4,069.70","3,962.80","767.67K","-0.42%"
"10-06-2026","4,042.10","4,104.90","4,119.10","4,035.00","613.63K","-1.53%"
"09-06-2026","4,104.90","4,190.90","4,217.00","4,087.20","1.28M","-2.09%"
"08-06-2026","4,192.40","4,196.80","4,238.10","4,180.70","666.74K","-1.59%"
"05-06-2026","4,260.20","4,269.00","4,289.00","4,223.20","1.39M","0.69%"
"04-06-2026","4,231.00","4,075.00","4,273.80","4,052.30","1.76M","3.48%"
"03-06-2026","4,088.80","4,057.00","4,103.80","4,002.00","959.35K","0.26%"
"02-06-2026","4,078.10","4,017.40","4,088.00","3,986.00","522.02K","1.33%"
"01-06-2026","4,024.60","4,100.00","4,105.00","4,007.00","450.20K","-1.23%"
"29-05-2026","4,074.90","4,116.20","4,163.30","4,059.00","2.00M","-1.52%"
"27-05-2026","4,137.90","4,098.30","4,165.10","4,091.10","474.04K","0.78%"
"26-05-2026","4,105.90","4,151.90","4,160.00","4,091.00","766.72K","-1.28%"
