"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","339.75","335.55","341.95","334.50","8.53M","1.66%"
"30-07-2026","334.20","328.20","335.00","328.05","6.08M","1.33%"
"29-07-2026","329.80","326.00","330.50","325.35","7.22M","1.66%"
"28-07-2026","324.40","327.00","327.35","322.80","6.65M","-0.99%"
"27-07-2026","327.65","326.75","329.05","326.10","4.78M","1.19%"
"24-07-2026","323.80","321.00","325.75","318.25","7.17M","-0.15%"
"23-07-2026","324.30","326.95","328.50","323.80","6.99M","-1.04%"
"22-07-2026","327.70","333.80","334.60","327.10","8.61M","-1.83%"
"21-07-2026","333.80","336.10","337.65","331.80","5.85M","-0.79%"
"20-07-2026","336.45","335.50","337.60","332.45","7.56M","0.25%"
"17-07-2026","335.60","332.10","336.80","330.20","7.79M","1.15%"
"16-07-2026","331.80","334.65","339.20","331.30","8.19M","-0.36%"
"15-07-2026","333.00","335.00","335.10","330.80","7.14M","-0.10%"
"14-07-2026","333.35","340.05","340.75","332.55","8.04M","-2.60%"
"13-07-2026","342.25","339.35","344.00","334.40","8.40M","1.27%"
"10-07-2026","337.95","334.55","340.25","333.65","19.33M","1.95%"
"09-07-2026","331.50","332.90","334.60","330.00","11.55M","-0.17%"
"08-07-2026","332.05","340.95","341.40","330.75","10.79M","-2.99%"
"07-07-2026","342.30","348.80","348.80","341.70","7.43M","-1.37%"
"06-07-2026","347.05","345.50","348.65","341.60","4.98M","0.86%"
"03-07-2026","344.10","346.50","347.55","341.00","12.65M","-0.53%"
"02-07-2026","345.95","351.15","351.25","345.00","10.42M","-0.53%"
"01-07-2026","347.80","353.50","354.60","346.50","12.06M","-1.25%"
"30-06-2026","352.20","348.00","356.40","343.30","17.61M","2.07%"
"29-06-2026","345.05","350.00","354.45","343.40","11.88M","-2.31%"
"25-06-2026","353.20","352.30","360.50","351.00","15.42M","1.00%"
"24-06-2026","349.70","355.00","356.80","348.00","12.57M","-1.37%"
"23-06-2026","354.55","361.50","361.90","350.10","16.26M","-1.92%"
"22-06-2026","361.50","362.00","370.50","360.00","15.45M","0.56%"
"19-06-2026","359.50","363.75","363.75","356.50","11.93M","-1.41%"
"18-06-2026","364.65","363.90","366.25","359.15","22.66M","1.03%"
"17-06-2026","360.95","395.50","395.60","355.00","51.99M","-8.30%"
"16-06-2026","393.60","398.30","398.65","387.55","6.43M","-0.71%"
"15-06-2026","396.40","398.20","407.80","395.25","11.10M","1.64%"
"12-06-2026","390.00","380.25","392.95","379.00","7.79M","3.75%"
"11-06-2026","375.90","375.00","378.40","372.35","6.51M","-1.34%"
"10-06-2026","381.00","388.00","388.80","380.00","7.25M","-1.75%"
"09-06-2026","387.80","393.95","395.45","386.80","8.55M","-0.31%"
"08-06-2026","389.00","392.00","392.90","387.00","7.59M","-2.21%"
"05-06-2026","397.80","401.00","403.05","393.60","9.55M","-0.48%"
"04-06-2026","399.70","396.20","401.20","391.00","12.07M","0.39%"
"03-06-2026","398.15","392.05","399.80","384.85","8.64M","2.04%"
"02-06-2026","390.20","379.60","391.90","377.30","12.79M","1.38%"
"01-06-2026","384.90","395.00","398.85","383.85","8.63M","-2.28%"
"29-05-2026","393.90","400.95","408.00","390.70","31.21M","-1.76%"
"27-05-2026","400.95","385.80","404.00","383.70","16.29M","3.98%"
"26-05-2026","385.60","373.75","387.30","371.80","21.35M","3.31%"
