"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","183.65","184.85","185.24","180.83","18.76M","-1.44%"
"30-07-2026","186.33","183.40","191.34","183.40","54.02M","1.48%"
"29-07-2026","183.61","183.00","185.76","181.45","26.15M","1.37%"
"28-07-2026","181.12","178.55","181.70","178.55","26.87M","1.45%"
"27-07-2026","178.53","177.50","178.78","175.61","12.50M","0.80%"
"24-07-2026","177.12","174.00","177.90","172.80","13.28M","1.32%"
"23-07-2026","174.82","173.81","175.56","173.31","9.06M","0.22%"
"22-07-2026","174.44","174.77","174.96","173.42","5.06M","-0.30%"
"21-07-2026","174.97","176.11","177.50","174.50","11.35M","-0.80%"
"20-07-2026","176.38","177.00","177.80","175.85","10.18M","0.22%"
"17-07-2026","176.00","173.55","176.26","173.55","22.96M","-0.98%"
"16-07-2026","177.74","175.60","177.99","175.41","11.18M","1.77%"
"15-07-2026","174.65","175.12","176.60","174.49","10.40M","-1.41%"
"14-07-2026","177.14","178.50","180.50","176.71","14.46M","-0.72%"
"13-07-2026","178.43","174.60","179.95","174.36","22.42M","1.69%"
"10-07-2026","175.46","175.23","177.22","175.00","16.25M","1.56%"
"09-07-2026","172.76","173.00","174.29","171.65","10.27M","0.02%"
"08-07-2026","172.72","173.00","175.40","172.24","16.48M","-0.16%"
"07-07-2026","173.00","173.90","176.20","172.77","18.84M","-0.76%"
"06-07-2026","174.32","176.08","176.30","173.57","8.30M","-1.00%"
"03-07-2026","176.08","176.20","178.14","174.59","29.54M","1.20%"
"02-07-2026","174.00","169.49","174.97","169.00","43.45M","2.27%"
"01-07-2026","170.13","171.00","172.15","169.25","34.64M","-0.15%"
"30-06-2026","170.39","175.00","175.40","170.05","26.85M","-2.90%"
"29-06-2026","175.48","176.28","176.69","174.60","24.48M","0.27%"
"25-06-2026","175.00","176.00","176.39","172.69","21.54M","0.30%"
"24-06-2026","174.48","171.50","175.49","171.49","56.63M","-0.01%"
"23-06-2026","174.49","179.50","179.50","174.00","23.95M","-3.16%"
"22-06-2026","180.18","180.84","182.40","180.00","10.37M","-0.34%"
"19-06-2026","180.80","176.76","181.48","174.89","37.47M","-1.12%"
"18-06-2026","182.84","184.47","184.76","181.71","18.17M","-0.88%"
"17-06-2026","184.47","184.00","185.25","183.58","16.13M","0.99%"
"16-06-2026","182.67","182.39","183.38","181.63","11.71M","0.71%"
"15-06-2026","181.38","183.00","183.00","180.91","13.87M","0.69%"
"12-06-2026","180.14","178.65","180.45","177.57","13.85M","1.56%"
"11-06-2026","177.37","176.97","178.20","175.83","14.47M","-0.87%"
"10-06-2026","178.93","182.10","182.29","178.50","16.94M","-1.51%"
"09-06-2026","181.67","183.97","184.35","180.60","28.38M","-0.05%"
"08-06-2026","181.76","193.39","193.89","181.00","75.16M","-8.37%"
"05-06-2026","198.37","191.52","199.00","188.15","43.54M","-2.91%"
"04-06-2026","204.32","203.00","205.09","202.10","40.66M","0.11%"
"03-06-2026","204.10","208.00","208.40","202.00","62.28M","-2.74%"
"02-06-2026","209.84","208.00","210.18","206.51","42.48M","1.66%"
"01-06-2026","206.41","205.10","207.75","205.10","26.49M","1.06%"
"29-05-2026","204.25","211.00","211.00","203.65","82.73M","1.32%"
"27-05-2026","201.58","203.85","205.99","200.20","39.47M","-1.06%"
"26-05-2026","203.73","206.99","208.69","202.94","46.46M","-1.50%"
"25-05-2026","206.84","207.00","209.55","204.06","72.04M","1.84%"
"22-05-2026","203.11","200.00","205.40","198.83","40.01M","1.69%"
"21-05-2026","199.74","198.50","200.04","197.50","18.98M","1.33%"
"20-05-2026","197.12","194.61","197.94","194.01","16.20M","1.00%"
"19-05-2026","195.17","192.40","198.00","192.40","20.53M","1.56%"
"18-05-2026","192.17","190.99","192.75","189.20","16.33M","1.14%"
"15-05-2026","190.00","189.90","191.90","188.80","17.90M","0.90%"
"14-05-2026","188.30","188.25","190.18","187.00","18.28M","0.27%"
"13-05-2026","187.80","190.67","191.30","187.31","17.24M","-0.93%"
"12-05-2026","189.57","196.10","196.14","189.10","27.44M","-3.62%"
"11-05-2026","196.68","197.88","198.24","196.15","9.20M","-0.62%"
"08-05-2026","197.91","198.00","198.94","196.70","15.97M","0.28%"
"07-05-2026","197.36","199.50","200.28","197.19","19.30M","-0.88%"
"06-05-2026","199.12","200.51","201.13","198.25","13.17M","-0.33%"
"05-05-2026","199.78","200.00","202.30","199.60","8.90M","-0.48%"
"04-05-2026","200.75","202.40","203.37","200.06","8.45M","0.05%"
"30-04-2026","200.65","200.89","202.15","200.00","15.30M","-0.01%"
"29-04-2026","200.68","201.58","203.60","200.30","15.67M","-0.45%"
"28-04-2026","201.58","204.56","205.68","201.02","23.46M","-1.69%"
"27-04-2026","205.05","199.36","205.25","199.36","42.63M","2.85%"
"24-04-2026","199.36","202.75","202.75","197.88","39.36M","-1.68%"
"23-04-2026","202.76","204.00","204.90","202.30","20.31M","-0.61%"
"22-04-2026","204.00","203.50","205.38","202.20","21.79M","-0.49%"
"21-04-2026","205.01","203.00","205.70","202.48","21.53M","1.25%"
"20-04-2026","202.48","204.50","205.20","202.00","27.93M","-0.90%"
"17-04-2026","204.32","205.00","206.45","202.50","80.54M","-2.83%"
"16-04-2026","210.26","212.98","212.98","208.21","36.31M","0.24%"
"15-04-2026","209.75","206.50","210.49","205.10","27.89M","3.34%"
"13-04-2026","202.97","203.01","203.40","200.31","21.93M","-0.93%"
"10-04-2026","204.88","208.70","208.70","200.62","51.22M","0.99%"
"09-04-2026","202.87","203.71","204.16","201.63","14.54M","-0.27%"
"08-04-2026","203.42","207.70","209.00","202.80","22.08M","-0.64%"
"07-04-2026","204.72","197.01","205.27","197.01","24.77M","3.77%"
"06-04-2026","197.29","197.00","201.18","196.11","23.28M","1.22%"
"02-04-2026","194.91","190.50","195.34","188.58","16.62M","1.95%"
"01-04-2026","191.18","191.51","194.49","190.41","11.77M","1.89%"
"30-03-2026","187.64","189.99","191.63","186.50","27.95M","-2.07%"
"27-03-2026","191.60","189.05","192.29","187.90","26.27M","1.35%"
"25-03-2026","189.05","189.00","190.62","187.90","13.86M","0.16%"
"24-03-2026","188.74","191.50","191.50","187.80","11.84M","0.64%"
"23-03-2026","187.54","189.41","190.62","187.00","12.01M","-1.76%"
"20-03-2026","190.90","191.19","192.30","188.41","24.40M","1.32%"
"19-03-2026","188.41","191.98","192.79","187.68","13.69M","-3.03%"
"18-03-2026","194.30","193.00","198.00","192.69","24.53M","1.56%"
"17-03-2026","191.32","195.00","195.11","188.25","21.78M","-1.94%"
"16-03-2026","195.11","196.24","198.29","192.77","12.63M","-1.25%"
"13-03-2026","197.58","200.60","202.07","196.04","12.63M","-2.43%"
"12-03-2026","202.51","201.06","203.80","199.70","19.04M","0.14%"
"11-03-2026","202.23","202.69","205.95","201.58","29.20M","0.65%"
"10-03-2026","200.93","200.50","201.31","197.42","12.98M","1.10%"
"09-03-2026","198.75","194.00","199.50","193.03","25.86M","1.71%"
"06-03-2026","195.40","195.60","198.93","195.00","9.02M","-0.14%"
"05-03-2026","195.68","196.40","196.97","193.22","13.15M","0.07%"
"04-03-2026","195.55","196.01","197.12","194.51","19.56M","-1.52%"
"02-03-2026","198.57","195.00","200.36","194.70","10.49M","-1.19%"
"27-02-2026","200.96","204.00","204.00","200.05","13.29M","-0.06%"
"26-02-2026","201.08","203.71","204.63","199.12","14.38M","-0.42%"
"25-02-2026","201.92","201.31","205.48","201.31","13.98M","0.89%"
"24-02-2026","200.14","203.00","203.29","199.36","25.04M","-2.79%"
"23-02-2026","205.89","210.36","211.74","204.28","20.95M","-1.89%"
"20-02-2026","209.86","209.70","211.96","208.25","17.69M","-0.64%"
"19-02-2026","211.21","214.00","215.44","210.40","14.15M","-0.35%"
"18-02-2026","211.95","216.20","216.40","210.26","22.68M","-1.73%"
"17-02-2026","215.69","213.26","219.39","212.26","26.94M","1.14%"
"16-02-2026","213.26","214.62","216.91","210.11","20.75M","-0.39%"
"13-02-2026","214.09","210.65","216.48","209.01","23.72M","-2.28%"
"12-02-2026","219.08","226.20","226.26","218.50","40.90M","-4.67%"
"11-02-2026","229.81","231.47","233.00","229.50","7.87M","-0.72%"
"10-02-2026","231.47","229.98","232.86","227.20","12.44M","0.60%"
"09-02-2026","230.08","231.85","232.93","229.61","9.11M","-0.28%"
"06-02-2026","230.72","232.93","232.93","228.60","12.28M","-1.14%"
"05-02-2026","233.39","233.34","235.57","231.70","10.10M","0.02%"
"04-02-2026","233.34","235.91","235.92","226.26","26.00M","-3.85%"
"03-02-2026","242.69","259.21","259.89","242.28","25.92M","0.16%"
"02-02-2026","242.30","244.00","244.08","239.29","12.34M","0.21%"
"01-02-2026","241.80","236.80","247.23","235.44","21.03M","2.07%"
"30-01-2026","236.90","238.00","238.00","235.30","11.36M","-1.21%"
"29-01-2026","239.80","236.20","240.90","235.45","12.20M","1.03%"
"28-01-2026","237.35","235.50","238.10","234.95","10.16M","1.09%"
"27-01-2026","234.80","235.20","236.40","231.75","15.68M","-1.51%"
"23-01-2026","238.40","242.30","243.55","237.85","13.55M","-0.93%"
"22-01-2026","240.65","242.00","242.90","239.20","8.54M","0.46%"
"21-01-2026","239.55","239.90","242.60","237.60","14.40M","-0.15%"
"20-01-2026","239.90","245.95","246.00","239.40","16.80M","-2.46%"
"19-01-2026","245.95","252.00","252.00","241.55","65.83M","-8.04%"
"16-01-2026","267.45","263.25","269.80","263.00","12.03M","2.79%"
"14-01-2026","260.20","264.00","264.00","259.60","5.63M","-1.51%"
