"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","302.45","312.50","316.00","301.80","36.77M","-2.64%"
"30-07-2026","310.65","307.00","312.25","305.00","32.43M","-0.37%"
"29-07-2026","311.80","309.90","316.35","308.50","49.74M","1.12%"
"28-07-2026","308.35","295.70","310.00","294.20","70.41M","4.23%"
"27-07-2026","295.85","281.50","297.00","281.45","48.01M","5.66%"
"24-07-2026","280.00","285.00","285.00","276.55","37.05M","-2.47%"
"23-07-2026","287.10","289.85","296.15","282.70","64.73M","0.95%"
"22-07-2026","284.40","287.80","291.35","275.55","65.94M","-0.77%"
"21-07-2026","286.60","286.00","288.10","283.60","22.18M","-0.12%"
"20-07-2026","286.95","284.65","289.45","284.40","16.70M","0.12%"
"17-07-2026","286.60","287.00","287.85","283.05","17.48M","0.05%"
"16-07-2026","286.45","298.75","299.00","285.05","31.87M","-2.83%"
"15-07-2026","294.80","285.00","296.45","283.05","45.13M","3.02%"
"14-07-2026","286.15","283.05","287.90","278.55","42.97M","0.33%"
"13-07-2026","285.20","286.10","288.90","284.60","14.81M","-1.54%"
"10-07-2026","289.65","294.70","295.20","287.15","24.24M","-0.96%"
"09-07-2026","292.45","287.30","300.35","287.30","49.87M","2.01%"
"08-07-2026","286.70","288.50","296.55","283.75","58.56M","-0.93%"
"07-07-2026","289.40","283.80","291.00","283.55","45.31M","2.12%"
"06-07-2026","283.40","283.80","284.20","279.85","21.28M","0.62%"
"03-07-2026","281.65","281.95","287.80","279.65","36.88M","0.70%"
"02-07-2026","279.70","282.00","285.95","278.60","41.30M","0.00%"
"01-07-2026","279.70","266.30","280.60","265.30","66.85M","5.71%"
"30-06-2026","264.60","260.20","266.70","257.30","32.94M","2.00%"
"29-06-2026","259.40","260.00","261.30","257.05","34.57M","1.67%"
"25-06-2026","255.15","254.00","257.50","252.50","20.97M","-0.47%"
"24-06-2026","256.35","258.45","260.95","253.80","25.07M","-1.00%"
"23-06-2026","258.95","263.00","266.30","258.00","16.64M","-1.78%"
"22-06-2026","263.65","264.50","267.50","262.75","18.80M","-0.25%"
"19-06-2026","264.30","257.00","264.90","254.55","29.06M","2.22%"
"18-06-2026","258.55","258.50","259.90","255.25","17.93M","0.06%"
"17-06-2026","258.40","254.00","262.50","253.20","33.20M","1.89%"
"16-06-2026","253.60","253.80","254.15","250.75","19.48M","0.63%"
"15-06-2026","252.00","250.00","256.65","248.05","40.00M","3.36%"
"12-06-2026","243.80","239.00","244.50","237.65","23.50M","3.66%"
"11-06-2026","235.20","238.00","238.30","234.25","36.27M","-1.92%"
"10-06-2026","239.80","247.00","247.00","239.00","23.69M","-2.38%"
"09-06-2026","245.65","250.90","251.90","243.45","33.33M","-1.07%"
"08-06-2026","248.30","252.85","253.50","247.00","25.13M","-3.20%"
"05-06-2026","256.50","253.35","258.80","252.80","34.21M","0.85%"
"04-06-2026","254.35","244.50","258.65","244.45","36.69M","2.98%"
"03-06-2026","247.00","248.00","249.45","244.50","25.19M","-1.50%"
"02-06-2026","250.75","244.05","252.50","242.70","33.81M","1.07%"
"01-06-2026","248.10","251.10","253.85","247.50","19.13M","-0.99%"
"29-05-2026","250.58","256.75","257.10","249.41","51.99M","-2.31%"
"27-05-2026","256.51","251.09","258.88","251.09","36.66M","2.53%"
"26-05-2026","250.17","247.50","253.04","245.80","24.45M","1.01%"
"25-05-2026","247.67","244.00","249.35","244.00","20.07M","2.36%"
"22-05-2026","241.95","243.18","245.80","241.21","23.54M","-0.04%"
"21-05-2026","242.05","245.70","247.91","241.56","21.68M","-0.53%"
"20-05-2026","243.34","243.00","245.68","242.30","23.42M","-1.57%"
"19-05-2026","247.21","240.02","249.85","238.70","33.05M","2.41%"
"18-05-2026","241.40","238.18","242.35","233.61","26.83M","0.09%"
"15-05-2026","241.18","245.00","245.72","240.41","18.28M","-1.89%"
"14-05-2026","245.82","239.49","246.55","237.80","29.97M","3.36%"
"13-05-2026","237.82","238.10","241.80","236.39","31.62M","-0.90%"
"12-05-2026","239.98","245.87","247.45","239.35","24.87M","-2.40%"
"11-05-2026","245.87","253.31","253.70","245.00","33.55M","-4.10%"
"08-05-2026","256.39","255.81","257.40","252.60","17.62M","-0.40%"
"07-05-2026","257.42","258.00","260.52","256.37","25.83M","0.54%"
"06-05-2026","256.05","251.99","256.80","249.70","33.01M","3.05%"
"05-05-2026","248.47","251.00","253.35","245.75","28.50M","-1.36%"
"04-05-2026","251.90","247.00","252.95","245.00","40.89M","1.97%"
