"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","2,377.00","2,385.00","2,397.90","2,323.90","5.18M","-2.61%"
"30-07-2026","2,440.70","2,435.00","2,492.00","2,431.00","5.57M","-0.07%"
"29-07-2026","2,442.40","2,454.00","2,471.00","2,419.90","6.60M","1.85%"
"28-07-2026","2,398.00","2,313.00","2,412.00","2,313.00","","4.54%"
"27-07-2026","2,293.80","2,279.50","2,315.80","2,275.00","11.81M","1.57%"
"24-07-2026","2,258.40","2,202.80","2,268.40","2,202.80","16.17M","0.63%"
"23-07-2026","2,244.20","2,205.10","2,252.60","2,197.30","14.03M","1.43%"
"22-07-2026","2,212.60","2,216.40","2,229.00","2,204.20","4.36M","-0.61%"
"21-07-2026","2,226.10","2,247.00","2,258.00","2,223.10","3.46M","-1.19%"
"20-07-2026","2,252.90","2,263.60","2,274.30","2,247.70","4.08M","-0.47%"
"17-07-2026","2,263.60","2,220.20","2,271.70","2,212.20","8.82M","2.96%"
"16-07-2026","2,198.60","2,195.00","2,223.00","2,187.20","7.75M","1.01%"
"15-07-2026","2,176.70","2,164.00","2,189.90","2,138.50","5.88M","0.11%"
"14-07-2026","2,174.20","2,172.00","2,215.40","2,163.50","7.74M","0.04%"
"13-07-2026","2,173.40","2,062.40","2,191.30","2,052.70","12.72M","5.34%"
"10-07-2026","2,063.30","2,094.00","2,129.00","2,058.00","9.08M","0.89%"
"09-07-2026","2,045.10","2,043.90","2,054.80","2,007.70","4.65M","0.06%"
"08-07-2026","2,043.90","2,087.50","2,097.70","2,035.70","3.59M","-2.30%"
"07-07-2026","2,092.00","2,048.00","2,118.00","2,044.50","5.25M","1.85%"
"06-07-2026","2,054.10","2,080.00","2,080.00","2,041.30","2.79M","-1.21%"
"03-07-2026","2,079.20","2,097.40","2,107.00","2,070.00","4.77M","0.60%"
"02-07-2026","2,066.70","2,001.00","2,074.90","1,995.50","7.48M","4.37%"
"01-07-2026","1,980.10","2,035.00","2,041.30","1,976.00","4.76M","-2.53%"
"30-06-2026","2,031.60","2,084.00","2,102.00","2,016.50","6.40M","-3.20%"
"29-06-2026","2,098.80","2,090.00","2,108.00","2,073.80","10.75M","0.09%"
"25-06-2026","2,096.90","2,130.00","2,154.00","2,089.30","15.02M","-0.94%"
"24-06-2026","2,116.90","2,060.00","2,128.40","2,060.00","25.66M","2.65%"
"23-06-2026","2,062.30","2,105.00","2,117.90","2,056.80","8.12M","-2.88%"
"22-06-2026","2,123.40","2,135.00","2,151.80","2,118.00","3.67M","0.02%"
"19-06-2026","2,123.00","2,086.10","2,135.10","2,056.00","12.68M","-3.64%"
"18-06-2026","2,203.30","2,218.00","2,218.00","2,184.00","2.94M","-0.92%"
"17-06-2026","2,223.80","2,205.10","2,232.00","2,204.00","2.43M","1.00%"
"16-06-2026","2,201.70","2,171.00","2,213.90","2,165.00","2.83M","1.33%"
"15-06-2026","2,172.90","2,194.90","2,195.10","2,166.60","2.95M","0.23%"
"12-06-2026","2,167.90","2,159.00","2,173.00","2,135.50","2.81M","1.36%"
"11-06-2026","2,138.90","2,134.00","2,154.70","2,107.80","3.31M","-0.60%"
"10-06-2026","2,151.90","2,161.00","2,187.40","2,147.40","3.17M","-0.39%"
"09-06-2026","2,160.40","2,179.00","2,179.00","2,140.00","2.36M","-0.15%"
"08-06-2026","2,163.60","2,167.50","2,189.00","2,149.50","4.42M","-1.78%"
"05-06-2026","2,202.70","2,270.00","2,270.00","2,193.70","3.83M","-1.68%"
"04-06-2026","2,240.30","2,240.00","2,248.90","2,211.10","4.17M","0.01%"
"03-06-2026","2,240.00","2,395.00","2,400.00","2,216.30","15.72M","-8.87%"
"02-06-2026","2,458.10","2,340.00","2,471.10","2,332.40","9.57M","6.13%"
"01-06-2026","2,316.10","2,281.00","2,355.00","2,280.90","5.04M","1.53%"
"29-05-2026","2,281.10","2,300.00","2,349.00","2,261.60","9.19M","0.02%"
"27-05-2026","2,280.60","2,289.00","2,299.90","2,273.00","2.02M","0.19%"
"26-05-2026","2,276.20","2,304.30","2,328.80","2,269.70","4.15M","-1.74%"
"25-05-2026","2,316.40","2,320.10","2,326.00","2,293.40","11.05M","0.92%"
"22-05-2026","2,295.30","2,292.20","2,318.10","2,279.80","13.70M","-0.13%"
"21-05-2026","2,298.30","2,301.10","2,304.50","2,284.60","15.67M","-0.11%"
"20-05-2026","2,300.90","2,305.10","2,320.50","2,286.00","4.90M","-0.18%"
"19-05-2026","2,305.10","2,279.00","2,353.50","2,275.00","5.37M","1.98%"
"18-05-2026","2,260.30","2,239.50","2,267.80","2,227.20","2.65M","0.91%"
"15-05-2026","2,240.00","2,226.00","2,280.80","2,226.00","3.11M","0.86%"
"14-05-2026","2,221.00","2,226.00","2,239.40","2,150.00","3.95M","-0.72%"
"13-05-2026","2,237.20","2,265.00","2,275.00","2,233.10","3.01M","-1.26%"
"12-05-2026","2,265.80","2,332.20","2,340.00","2,248.40","3.85M","-4.41%"
"11-05-2026","2,370.30","2,353.30","2,390.90","2,350.10","1.90M","-0.12%"
"08-05-2026","2,373.10","2,371.10","2,382.20","2,350.20","3.20M","0.22%"
"07-05-2026","2,367.90","2,411.00","2,411.00","2,363.30","3.57M","-1.73%"
"06-05-2026","2,409.50","2,422.90","2,444.60","2,381.60","3.85M","-0.36%"
"05-05-2026","2,418.20","2,419.00","2,446.10","2,397.60","1.77M","-0.15%"
"04-05-2026","2,421.80","2,456.00","2,464.40","2,409.60","1.81M","-0.77%"
"30-04-2026","2,440.60","2,434.80","2,458.70","2,405.00","3.10M","-0.05%"
"29-04-2026","2,441.70","2,419.00","2,462.40","2,417.60","2.44M","-0.12%"
"28-04-2026","2,444.70","2,446.00","2,487.00","2,424.20","4.25M","-0.52%"
"27-04-2026","2,457.60","2,391.00","2,469.10","2,391.00","12.87M","2.34%"
"24-04-2026","2,401.30","2,495.00","2,504.80","2,391.40","15.02M","-4.59%"
