"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","11,546.00","11,510.00","11,618.00","11,370.00","278.63K","0.44%"
"30-07-2026","11,495.00","11,356.50","11,566.00","11,356.50","251.48K","0.83%"
"29-07-2026","11,400.50","11,450.00","11,557.00","11,350.00","311.85K","0.23%"
"28-07-2026","11,374.00","11,155.00","11,454.50","11,155.00","","1.46%"
"27-07-2026","11,210.50","11,146.50","11,262.00","11,117.50","511.88K","0.45%"
"24-07-2026","11,160.50","11,250.00","11,326.50","11,147.00","965.18K","-1.01%"
"23-07-2026","11,274.50","11,064.50","11,319.50","11,021.00","1.05M","2.40%"
"22-07-2026","11,010.00","10,644.00","11,033.50","10,524.50","1.59M","5.38%"
"21-07-2026","10,447.50","10,557.50","10,610.00","10,382.00","1.38M","-0.80%"
"20-07-2026","10,532.00","10,447.00","10,574.50","10,431.00","509.40K","0.44%"
"17-07-2026","10,485.50","10,430.00","10,549.00","10,401.00","387.15K","1.06%"
"16-07-2026","10,376.00","10,340.00","10,428.00","10,319.00","355.50K","0.32%"
"15-07-2026","10,343.00","10,224.00","10,411.00","10,224.00","550.20K","1.37%"
"14-07-2026","10,203.00","10,291.00","10,422.50","10,186.00","865.43K","-2.20%"
"13-07-2026","10,433.00","10,145.00","10,490.00","10,073.00","1.10M","2.45%"
"10-07-2026","10,183.50","10,200.00","10,324.50","10,149.00","401.70K","0.10%"
"09-07-2026","10,173.00","10,200.00","10,278.00","10,125.00","391.43K","-0.05%"
"08-07-2026","10,178.00","10,085.00","10,280.00","9,998.00","744.08K","0.76%"
"07-07-2026","10,101.00","10,070.00","10,195.00","10,040.00","376.73K","0.46%"
"06-07-2026","10,054.50","9,789.00","10,070.00","9,789.00","652.20K","2.95%"
"03-07-2026","9,766.00","9,850.00","9,896.00","9,751.50","253.73K","-0.63%"
"02-07-2026","9,828.00","9,950.00","9,955.00","9,694.00","459.90K","-0.14%"
"01-07-2026","9,842.00","9,774.00","9,918.00","9,748.50","327.38K","1.30%"
"30-06-2026","9,716.00","9,675.00","9,760.00","9,530.00","470.55K","0.48%"
"29-06-2026","9,670.00","9,890.00","9,925.00","9,650.00","1.21M","-2.13%"
"25-06-2026","9,880.00","9,800.00","9,960.00","9,731.00","1.44M","1.11%"
"24-06-2026","9,772.00","9,800.00","9,839.00","9,633.00","1.56M","-0.52%"
"23-06-2026","9,823.00","9,965.00","9,969.00","9,786.00","509.85K","-1.22%"
"22-06-2026","9,944.00","9,925.00","10,048.00","9,913.00","708.83K","0.20%"
"19-06-2026","9,924.00","10,000.00","10,000.00","9,777.00","573.30K","-0.58%"
"18-06-2026","9,982.00","9,929.00","9,999.00","9,891.00","484.05K","0.41%"
"17-06-2026","9,941.00","9,909.00","9,989.00","9,877.00","292.28K","0.67%"
"16-06-2026","9,875.00","9,952.00","9,952.00","9,831.00","300.90K","-0.60%"
"15-06-2026","9,935.00","10,096.00","10,110.00","9,915.00","626.48K","-0.91%"
"12-06-2026","10,026.00","10,199.00","10,222.00","9,900.00","471.15K","-0.79%"
"11-06-2026","10,106.00","10,139.00","10,231.00","10,076.00","282.53K","-0.25%"
"10-06-2026","10,131.00","10,199.00","10,248.00","10,109.00","181.28K","-0.60%"
"09-06-2026","10,192.00","10,143.00","10,232.00","10,131.00","203.10K","0.51%"
"08-06-2026","10,140.00","10,179.00","10,215.00","10,112.00","113.78K","-1.05%"
"05-06-2026","10,248.00","10,265.00","10,314.00","10,190.00","124.58K","-0.16%"
"04-06-2026","10,264.00","10,169.00","10,312.00","10,076.00","205.43K","0.53%"
"03-06-2026","10,210.00","10,205.00","10,251.00","10,098.00","191.03K","-0.06%"
"02-06-2026","10,216.00","10,020.00","10,288.00","9,950.00","408.45K","1.91%"
"01-06-2026","10,025.00","10,325.00","10,325.00","10,002.00","461.70K","-2.45%"
"29-05-2026","10,276.50","10,519.00","10,599.00","10,235.00","533.33K","-2.24%"
"27-05-2026","10,512.00","10,287.50","10,527.00","10,285.50","337.50K","-0.76%"
"26-05-2026","10,593.00","10,481.50","10,617.50","10,420.00","574.20K","1.26%"
"25-05-2026","10,461.00","10,595.00","10,710.00","10,391.00","858.15K","-0.43%"
"22-05-2026","10,506.50","10,629.50","10,700.00","10,486.00","878.63K","-1.08%"
"21-05-2026","10,621.50","10,491.00","10,683.00","10,458.50","1.01M","1.81%"
"20-05-2026","10,432.50","10,150.00","10,449.50","10,075.00","374.78K","2.16%"
"19-05-2026","10,211.50","10,255.00","10,295.00","10,155.50","169.80K","-0.12%"
"18-05-2026","10,224.00","10,300.50","10,301.50","10,156.00","283.80K","-1.60%"
"15-05-2026","10,390.50","10,490.00","10,541.00","10,301.50","201.98K","-0.68%"
"14-05-2026","10,461.50","10,386.50","10,526.00","10,264.50","294.23K","1.44%"
"13-05-2026","10,312.50","10,367.00","10,465.00","10,243.50","313.13K","-1.04%"
"12-05-2026","10,420.50","10,556.50","10,690.00","10,391.50","304.50K","-2.00%"
"11-05-2026","10,633.00","10,700.00","10,700.00","10,553.00","243.90K","-0.83%"
"08-05-2026","10,721.50","10,625.00","10,794.50","10,560.00","422.10K","0.83%"
