"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","391.20","391.35","392.80","389.90","7.27M","0.14%"
"30-07-2026","390.65","390.90","391.25","388.40","5.85M","-0.20%"
"29-07-2026","391.45","388.90","393.40","387.00","7.70M","1.60%"
"28-07-2026","385.30","382.70","387.00","382.70","","-0.09%"
"27-07-2026","385.65","388.90","388.90","384.40","41.78M","0.04%"
"24-07-2026","385.50","380.10","387.25","380.00","42.31M","0.40%"
"23-07-2026","383.95","379.20","386.75","379.20","41.26M","0.62%"
"22-07-2026","381.60","385.95","388.50","378.60","17.61M","-1.26%"
"21-07-2026","386.45","383.30","387.55","382.25","17.21M","0.82%"
"20-07-2026","383.30","380.00","384.65","376.20","29.94M","-1.94%"
"17-07-2026","390.90","378.95","392.15","376.80","37.75M","3.49%"
"16-07-2026","377.70","378.50","381.90","377.10","8.31M","-0.20%"
"15-07-2026","378.45","379.45","383.40","376.55","8.74M","0.03%"
"14-07-2026","378.35","385.60","385.60","376.75","13.16M","-1.75%"
"13-07-2026","385.10","376.00","386.05","375.25","18.96M","1.72%"
"10-07-2026","378.60","377.00","381.65","377.00","13.44M","0.34%"
"09-07-2026","377.30","371.25","378.10","369.55","23.03M","1.71%"
"08-07-2026","370.95","378.50","382.40","369.90","20.50M","-3.04%"
"07-07-2026","382.60","383.00","383.95","379.80","34.68M","-0.08%"
"06-07-2026","382.90","390.00","390.00","381.10","29.20M","-3.94%"
"03-07-2026","398.60","402.75","402.75","396.50","8.77M","-0.45%"
"02-07-2026","400.40","402.65","406.05","399.00","10.40M","-0.34%"
"01-07-2026","401.75","399.50","402.50","394.70","13.79M","2.41%"
"30-06-2026","392.30","396.30","397.70","390.80","22.75M","-1.18%"
"29-06-2026","397.00","401.00","406.60","396.00","53.71M","-3.02%"
"25-06-2026","409.35","412.00","413.70","407.35","68.61M","0.60%"
"24-06-2026","406.90","402.70","408.30","400.65","39.98M","1.17%"
"23-06-2026","402.20","400.70","405.95","400.60","12.88M","-0.26%"
"22-06-2026","403.25","402.00","404.20","399.60","7.84M","0.67%"
"19-06-2026","400.55","403.90","404.30","399.55","17.14M","-0.93%"
"18-06-2026","404.30","405.45","405.75","400.65","16.58M","-0.28%"
"17-06-2026","405.45","407.00","409.85","404.05","9.53M","-0.76%"
"16-06-2026","408.55","407.50","409.25","405.20","5.16M","0.38%"
"15-06-2026","407.00","410.00","411.90","403.65","14.49M","0.66%"
"12-06-2026","404.35","400.70","405.35","396.25","16.73M","2.48%"
"11-06-2026","394.55","387.10","400.80","386.70","14.35M","1.41%"
"10-06-2026","389.05","383.85","392.70","381.85","19.75M","1.51%"
"09-06-2026","383.25","381.00","384.10","378.95","12.16M","1.08%"
"08-06-2026","379.15","376.10","381.50","375.25","6.73M","-0.20%"
"05-06-2026","379.90","383.00","385.45","377.15","12.37M","-1.13%"
"04-06-2026","384.25","382.85","386.25","380.80","11.02M","0.08%"
"03-06-2026","383.95","380.00","386.90","378.10","16.87M","0.42%"
"02-06-2026","382.35","377.00","384.45","374.10","12.15M","0.51%"
"01-06-2026","380.40","387.00","388.60","378.80","9.79M","-2.02%"
"29-05-2026","388.25","395.90","395.90","385.65","20.99M","-0.70%"
"27-05-2026","391.00","388.20","392.70","388.20","8.01M","0.60%"
"26-05-2026","388.65","393.75","393.75","386.90","14.80M","-1.28%"
"25-05-2026","393.70","387.80","395.20","387.75","42.48M","2.26%"
"22-05-2026","385.00","379.80","386.80","379.80","43.53M","1.01%"
"21-05-2026","381.15","385.80","386.80","378.05","33.91M","-0.69%"
"20-05-2026","383.80","377.00","384.70","376.65","13.76M","0.41%"
"19-05-2026","382.25","390.00","392.50","381.05","18.39M","-2.39%"
"18-05-2026","391.60","382.50","392.85","380.50","15.57M","1.14%"
"15-05-2026","387.20","383.60","393.40","380.70","23.68M","0.94%"
"14-05-2026","383.60","378.90","385.45","375.85","14.67M","1.43%"
"13-05-2026","378.20","378.30","384.50","377.50","12.80M","0.46%"
"12-05-2026","376.45","384.00","384.00","374.90","16.00M","-1.32%"
"11-05-2026","381.50","379.00","386.55","374.85","24.57M","0.03%"
"08-05-2026","381.40","380.50","382.30","374.60","18.61M","0.20%"
"07-05-2026","380.65","380.00","383.50","376.50","26.28M","0.44%"
"06-05-2026","379.00","373.50","381.00","367.70","34.52M","1.81%"
"05-05-2026","372.25","370.30","376.35","369.60","18.68M","-0.07%"
"04-05-2026","372.50","380.00","380.00","363.60","78.63M","-3.47%"
"30-04-2026","385.90","376.40","389.90","376.40","36.08M","0.63%"
"29-04-2026","383.50","379.90","388.50","379.25","20.83M","1.47%"
"28-04-2026","377.95","375.40","383.60","374.65","15.12M","0.19%"
"27-04-2026","377.25","374.95","380.35","374.55","43.17M","1.55%"
"24-04-2026","371.50","370.75","373.25","368.00","42.74M","0.20%"
"23-04-2026","370.75","371.00","375.90","368.00","41.57M","-1.75%"
"22-04-2026","377.35","382.00","383.20","376.80","20.93M","-1.44%"
"21-04-2026","382.85","379.20","384.00","379.05","36.70M","1.04%"
"20-04-2026","378.90","382.30","385.45","378.15","15.32M","-1.23%"
"17-04-2026","383.60","378.00","385.20","377.40","17.56M","1.19%"
"16-04-2026","379.10","384.00","386.65","378.15","17.93M","-0.94%"
"15-04-2026","382.70","376.00","384.00","376.00","18.59M","2.53%"
"13-04-2026","373.25","370.70","374.00","367.05","23.38M","-0.77%"
"10-04-2026","376.15","375.00","379.75","374.00","15.26M","0.83%"
"09-04-2026","373.05","377.60","379.70","370.60","12.42M","-2.07%"
"08-04-2026","380.95","380.00","381.75","370.15","28.84M","4.73%"
"07-04-2026","363.75","359.65","364.55","358.20","19.81M","0.62%"
"06-04-2026","361.50","358.95","362.25","350.80","21.98M","0.71%"
"02-04-2026","358.95","352.70","360.80","347.00","17.34M","0.25%"
"01-04-2026","358.05","364.80","366.20","357.10","16.16M","1.32%"
"30-03-2026","353.40","352.55","360.40","351.10","36.14M","-3.15%"
"27-03-2026","364.90","368.65","368.65","361.70","59.96M","-1.56%"
"25-03-2026","370.70","370.10","377.00","362.10","78.41M","0.98%"
"24-03-2026","367.10","364.00","370.10","359.95","87.09M","2.96%"
"23-03-2026","356.55","363.10","364.15","355.40","20.92M","-2.87%"
"20-03-2026","367.10","366.05","373.15","365.55","14.01M","-0.22%"
"19-03-2026","367.90","369.00","370.90","363.15","22.68M","-2.01%"
"18-03-2026","375.45","376.45","377.25","371.20","16.15M","0.24%"
"17-03-2026","374.55","372.55","375.30","369.30","16.00M","0.98%"
"16-03-2026","370.90","367.60","373.95","365.40","20.58M","0.87%"
"13-03-2026","367.70","373.05","374.70","364.55","21.91M","-2.40%"
"12-03-2026","376.75","378.00","381.65","375.80","21.92M","-1.94%"
"11-03-2026","384.20","392.75","392.75","381.20","15.42M","-2.41%"
"10-03-2026","393.70","393.00","396.65","388.95","17.69M","1.47%"
"09-03-2026","388.00","390.00","394.90","386.65","18.32M","-3.35%"
"06-03-2026","401.45","406.20","408.35","400.55","18.87M","-1.88%"
"05-03-2026","409.15","405.90","411.80","403.95","21.66M","0.95%"
"04-03-2026","405.30","405.70","412.40","403.95","26.34M","-2.17%"
"02-03-2026","414.30","410.00","416.80","409.80","22.42M","-0.79%"
"27-02-2026","417.60","423.00","424.65","416.85","15.61M","-1.97%"
"26-02-2026","426.00","426.20","428.45","423.50","10.98M","-0.19%"
"25-02-2026","426.80","428.00","432.85","423.00","10.63M","-0.21%"
"24-02-2026","427.70","429.20","431.35","425.60","34.84M","-0.47%"
"23-02-2026","429.70","423.95","430.90","420.35","37.98M","2.10%"
"20-02-2026","420.85","416.40","422.85","415.05","43.50M","1.07%"
"19-02-2026","416.40","426.00","426.00","415.85","75.98M","-2.22%"
"18-02-2026","425.85","424.30","426.65","421.05","21.01M","0.41%"
"17-02-2026","424.10","423.70","426.30","421.00","10.38M","-0.34%"
"16-02-2026","425.55","419.00","426.45","419.00","17.38M","0.94%"
"13-02-2026","421.60","427.50","429.25","420.30","17.81M","-1.31%"
"12-02-2026","427.20","430.20","431.60","426.30","13.77M","-0.63%"
"11-02-2026","429.90","431.80","432.25","428.30","11.62M","0.02%"
"10-02-2026","429.80","430.00","434.20","429.00","12.41M","0.19%"
"09-02-2026","429.00","435.00","436.80","425.55","32.20M","1.49%"
"06-02-2026","422.70","410.50","426.15","410.50","26.96M","2.87%"
"05-02-2026","410.90","412.60","415.60","405.60","29.50M","-0.77%"
"04-02-2026","414.10","415.40","418.95","412.30","22.89M","-0.61%"
"03-02-2026","416.65","423.75","424.30","411.15","39.13M","1.66%"
"02-02-2026","409.85","410.00","412.95","407.05","23.23M","0.17%"
