"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","14,234.00","14,250.00","14,348.00","14,124.00","535.42K","0.32%"
"30-07-2026","14,188.00","13,939.00","14,250.00","13,825.00","626.00K","1.72%"
"29-07-2026","13,948.00","13,780.00","13,980.00","13,720.00","515.67K","1.06%"
"28-07-2026","13,802.00","13,729.00","13,848.00","13,669.00","481.07K","0.52%"
"27-07-2026","13,730.00","13,579.00","13,760.00","13,501.00","333.48K","2.14%"
"24-07-2026","13,442.00","13,340.00","13,495.00","13,197.00","223.37K","0.29%"
"23-07-2026","13,403.00","13,541.00","13,568.00","13,372.00","327.91K","-1.05%"
"22-07-2026","13,545.00","13,596.00","13,719.00","13,491.00","299.40K","-0.38%"
"21-07-2026","13,597.00","13,520.00","13,655.00","13,348.00","341.10K","0.61%"
"20-07-2026","13,514.00","13,824.00","13,832.00","13,377.00","517.73K","-2.09%"
"17-07-2026","13,803.00","13,750.00","13,885.00","13,700.00","237.33K","0.15%"
"16-07-2026","13,783.00","13,605.00","13,845.00","13,584.00","356.85K","1.47%"
"15-07-2026","13,583.00","13,503.00","13,606.00","13,435.00","456.37K","0.70%"
"14-07-2026","13,489.00","13,619.00","13,690.00","13,470.00","368.65K","-1.50%"
"13-07-2026","13,695.00","13,682.00","13,841.00","13,536.00","458.63K","-1.15%"
"10-07-2026","13,854.00","13,800.00","13,987.00","13,776.00","430.15K","0.92%"
"09-07-2026","13,728.00","14,000.00","14,037.00","13,700.00","576.45K","-1.60%"
"08-07-2026","13,951.00","14,475.00","14,500.00","13,880.00","481.08K","-4.04%"
"07-07-2026","14,538.00","14,463.00","14,598.00","14,414.00","524.76K","0.57%"
"06-07-2026","14,456.00","14,348.00","14,526.00","14,291.00","214.69K","0.63%"
"03-07-2026","14,366.00","14,450.00","14,520.00","14,333.00","384.19K","0.13%"
"02-07-2026","14,348.00","14,431.00","14,490.00","14,275.00","327.09K","-0.33%"
"01-07-2026","14,395.00","14,151.00","14,549.00","14,070.00","1.40M","1.98%"
"30-06-2026","14,115.00","13,744.00","14,201.00","13,510.00","1.51M","5.24%"
"29-06-2026","13,412.00","13,740.00","13,840.00","13,371.00","1.36M","-2.42%"
"25-06-2026","13,745.00","13,358.00","13,917.00","13,326.00","981.56K","3.75%"
"24-06-2026","13,248.00","13,440.00","13,440.00","13,201.00","327.50K","-1.51%"
"23-06-2026","13,451.00","13,420.00","13,549.00","13,236.00","398.56K","0.22%"
"22-06-2026","13,421.00","13,450.00","13,495.00","13,380.00","254.53K","0.19%"
"19-06-2026","13,395.00","13,484.00","13,507.00","13,353.00","719.76K","-0.66%"
"18-06-2026","13,484.00","13,646.00","13,714.00","13,433.00","373.51K","-1.07%"
"17-06-2026","13,630.00","13,700.00","13,740.00","13,560.00","241.53K","-0.45%"
"16-06-2026","13,691.00","13,861.00","13,874.00","13,661.00","280.51K","-0.83%"
"15-06-2026","13,805.00","13,550.00","13,961.00","13,520.00","613.28K","3.28%"
"12-06-2026","13,366.00","13,232.00","13,418.00","13,130.00","559.04K","2.05%"
"11-06-2026","13,098.00","13,070.00","13,217.00","12,968.00","308.71K","0.19%"
"10-06-2026","13,073.00","13,118.00","13,205.00","13,050.00","203.89K","-0.36%"
"09-06-2026","13,120.00","13,079.00","13,157.00","12,851.00","428.32K","1.61%"
"08-06-2026","12,912.00","12,900.00","13,029.00","12,841.00","372.90K","-1.06%"
"05-06-2026","13,050.00","13,151.00","13,175.00","12,915.00","295.70K","-0.11%"
"04-06-2026","13,064.00","12,990.00","13,264.00","12,949.00","465.07K","0.15%"
"03-06-2026","13,044.00","13,014.00","13,206.00","12,911.00","607.81K","0.17%"
"02-06-2026","13,022.00","12,700.00","13,051.00","12,700.00","586.60K","0.59%"
"01-06-2026","12,946.00","13,200.00","13,267.00","12,913.00","295.36K","-1.38%"
"29-05-2026","13,127.00","13,456.00","13,508.00","13,050.00","963.29K","-1.77%"
"27-05-2026","13,364.00","13,208.00","13,417.00","13,102.00","322.02K","1.18%"
"26-05-2026","13,208.00","13,188.00","13,329.00","13,134.00","256.90K","0.29%"
"25-05-2026","13,170.00","13,145.00","13,236.00","13,101.00","276.55K","1.41%"
"22-05-2026","12,987.00","13,100.00","13,152.00","12,974.00","387.98K","-0.18%"
