"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","1,098.50","1,126.00","1,132.00","1,091.20","2.06M","-2.34%"
"30-07-2026","1,124.80","1,112.00","1,135.90","1,110.30","1.61M","1.21%"
"29-07-2026","1,111.40","1,112.00","1,120.90","1,105.00","1.42M","0.60%"
"28-07-2026","1,104.80","1,119.60","1,124.90","1,099.70","1.12M","-0.88%"
"27-07-2026","1,114.60","1,086.90","1,119.80","1,085.40","1.76M","3.17%"
"24-07-2026","1,080.40","1,076.00","1,085.90","1,068.80","983.06K","-0.35%"
"23-07-2026","1,084.20","1,079.00","1,087.80","1,076.10","1.11M","0.30%"
"22-07-2026","1,081.00","1,092.40","1,097.00","1,077.40","1.58M","-1.76%"
"21-07-2026","1,100.40","1,102.40","1,105.30","1,084.60","2.01M","-0.18%"
"20-07-2026","1,102.40","1,090.60","1,107.10","1,088.60","991.00K","1.15%"
"17-07-2026","1,089.90","1,100.00","1,101.40","1,081.20","1.62M","-0.76%"
"16-07-2026","1,098.20","1,106.00","1,112.30","1,095.20","1.45M","-0.41%"
"15-07-2026","1,102.70","1,092.90","1,111.90","1,086.20","2.72M","0.90%"
"14-07-2026","1,092.90","1,096.50","1,120.70","1,089.00","2.22M","-1.20%"
"13-07-2026","1,106.20","1,107.10","1,118.00","1,094.20","1.68M","-0.17%"
"10-07-2026","1,108.10","1,102.30","1,114.40","1,085.00","1.75M","0.62%"
"09-07-2026","1,101.30","1,083.30","1,123.70","1,083.30","2.53M","1.52%"
"08-07-2026","1,084.80","1,119.70","1,132.00","1,080.00","1.97M","-3.00%"
"07-07-2026","1,118.40","1,132.90","1,151.00","1,114.00","2.06M","-1.25%"
"06-07-2026","1,132.50","1,153.70","1,167.90","1,130.10","1.36M","-1.81%"
"03-07-2026","1,153.40","1,145.00","1,160.00","1,129.70","1.46M","2.31%"
"02-07-2026","1,127.40","1,141.70","1,144.50","1,123.50","1.05M","-1.10%"
"01-07-2026","1,139.90","1,134.90","1,143.50","1,126.00","1.33M","0.94%"
"30-06-2026","1,129.25","1,149.00","1,153.65","1,125.00","2.46M","-1.80%"
"29-06-2026","1,149.90","1,125.00","1,159.00","1,117.45","4.11M","2.36%"
