"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","3,100.80","3,115.70","3,135.90","3,092.60","309.45K","-0.13%"
"30-07-2026","3,104.80","3,115.00","3,115.50","3,085.50","301.35K","-0.26%"
"29-07-2026","3,113.00","3,131.80","3,149.00","3,105.10","304.36K","-0.10%"
"28-07-2026","3,116.20","3,108.70","3,126.60","3,101.70","388.15K","0.12%"
"27-07-2026","3,112.40","3,100.00","3,120.00","3,086.10","266.08K","0.74%"
"24-07-2026","3,089.40","3,100.00","3,100.00","3,066.40","341.56K","-0.76%"
"23-07-2026","3,113.00","3,166.00","3,180.00","3,096.00","327.45K","-1.68%"
"22-07-2026","3,166.30","3,163.10","3,177.10","3,146.60","396.63K","-0.42%"
"21-07-2026","3,179.80","3,150.10","3,195.10","3,135.60","659.16K","1.15%"
"20-07-2026","3,143.80","3,135.00","3,155.90","3,085.00","349.78K","1.10%"
"17-07-2026","3,109.70","3,079.40","3,118.00","3,065.40","622.54K","1.20%"
"16-07-2026","3,072.90","3,086.70","3,105.00","3,060.00","536.91K","-0.43%"
"15-07-2026","3,086.10","3,120.00","3,150.00","3,080.00","726.26K","-0.87%"
"14-07-2026","3,113.30","3,138.00","3,153.50","3,093.10","1.06M","-0.99%"
"13-07-2026","3,144.30","3,202.40","3,216.30","3,125.20","654.39K","-2.16%"
"10-07-2026","3,213.60","3,204.80","3,246.00","3,202.00","515.67K","0.68%"
"09-07-2026","3,191.90","3,139.00","3,222.00","3,136.30","936.76K","1.82%"
"08-07-2026","3,134.80","3,174.00","3,188.80","3,121.40","477.89K","-1.76%"
"07-07-2026","3,190.90","3,201.00","3,222.00","3,172.90","571.66K","-0.69%"
"06-07-2026","3,213.00","3,182.20","3,218.00","3,172.00","386.28K","1.01%"
"03-07-2026","3,180.90","3,180.00","3,219.30","3,165.00","425.94K","0.37%"
"02-07-2026","3,169.20","3,153.00","3,173.90","3,134.40","449.71K","0.92%"
"01-07-2026","3,140.40","3,115.00","3,145.00","3,083.50","490.26K","1.30%"
"30-06-2026","3,100.00","3,085.00","3,128.90","3,080.50","868.87K","0.64%"
"29-06-2026","3,080.20","3,145.00","3,145.00","3,072.30","1.29M","-1.48%"
"25-06-2026","3,126.60","3,131.90","3,156.00","3,115.10","785.52K","-0.04%"
"24-06-2026","3,127.90","3,135.00","3,142.70","3,097.00","706.79K","-0.52%"
"23-06-2026","3,144.30","3,185.00","3,186.00","3,126.10","705.88K","-0.97%"
"22-06-2026","3,175.20","3,157.10","3,180.10","3,128.20","368.61K","0.82%"
"19-06-2026","3,149.50","3,135.10","3,167.00","3,130.00","534.08K","0.14%"
"18-06-2026","3,145.10","3,158.50","3,168.90","3,109.20","667.10K","-0.17%"
