"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2026","2,747.30","2,773.90","2,774.90","2,732.40","891.74K","0.04%"
"30-07-2026","2,746.20","2,758.10","2,767.90","2,666.20","2.39M","-0.44%"
"29-07-2026","2,758.40","2,746.20","2,864.00","2,718.50","3.80M","0.81%"
"28-07-2026","2,736.20","2,712.00","2,749.80","2,706.30","1.28M","0.96%"
"27-07-2026","2,710.20","2,665.80","2,723.90","2,664.30","715.24K","2.74%"
"24-07-2026","2,637.90","2,620.10","2,657.10","2,620.10","645.56K","-1.16%"
"23-07-2026","2,668.80","2,671.10","2,693.40","2,656.00","584.25K","-0.89%"
"22-07-2026","2,692.80","2,683.00","2,700.00","2,665.60","528.10K","0.01%"
"21-07-2026","2,692.40","2,695.00","2,720.00","2,680.50","1.00M","0.04%"
"20-07-2026","2,691.40","2,689.00","2,708.50","2,666.70","571.09K","0.09%"
"17-07-2026","2,689.00","2,665.00","2,700.00","2,665.00","452.28K","0.53%"
"16-07-2026","2,674.70","2,688.00","2,693.10","2,660.10","455.04K","0.18%"
"15-07-2026","2,670.00","2,644.90","2,684.00","2,644.90","809.11K","1.10%"
"14-07-2026","2,641.00","2,604.00","2,655.90","2,579.90","975.30K","-0.42%"
"13-07-2026","2,652.10","2,650.50","2,664.40","2,630.10","1.11M","-0.96%"
"10-07-2026","2,677.80","2,695.00","2,728.20","2,672.90","982.10K","0.15%"
"09-07-2026","2,673.80","2,658.00","2,722.80","2,656.00","918.57K","0.30%"
"08-07-2026","2,665.90","2,676.60","2,713.10","2,653.30","1.48M","-2.40%"
"07-07-2026","2,731.40","2,750.00","2,751.80","2,726.40","489.07K","-0.85%"
"06-07-2026","2,754.90","2,724.00","2,758.00","2,722.00","504.94K","0.62%"
"03-07-2026","2,737.80","2,744.00","2,762.40","2,730.00","472.12K","-0.24%"
"02-07-2026","2,744.50","2,720.00","2,759.90","2,711.00","1.63M","1.03%"
"01-07-2026","2,716.40","2,648.00","2,723.00","2,624.00","1.10M","3.06%"
"30-06-2026","2,635.70","2,658.00","2,672.10","2,630.30","1.82M","-0.80%"
"29-06-2026","2,656.90","2,631.30","2,687.80","2,630.00","4.75M","0.44%"
"25-06-2026","2,645.20","2,690.00","2,690.70","2,637.10","2.05M","-0.84%"
"24-06-2026","2,667.50","2,662.00","2,687.60","2,653.60","1.26M","0.24%"
"23-06-2026","2,661.20","2,669.00","2,695.40","2,650.10","1.18M","-0.48%"
"22-06-2026","2,674.00","2,742.70","2,756.50","2,670.00","1.03M","-2.16%"
"19-06-2026","2,732.90","2,752.90","2,752.90","2,718.80","838.99K","-0.80%"
"18-06-2026","2,755.00","2,745.00","2,765.00","2,728.20","600.89K","0.62%"
"17-06-2026","2,738.00","2,764.00","2,768.90","2,732.50","557.21K","-0.37%"
"16-06-2026","2,748.10","2,741.00","2,771.00","2,735.00","962.93K","0.32%"
"15-06-2026","2,739.30","2,820.30","2,832.70","2,730.00","2.75M","-0.29%"
"12-06-2026","2,747.40","2,725.70","2,753.00","2,709.40","1.08M","2.10%"
"11-06-2026","2,690.90","2,693.90","2,706.70","2,671.00","771.56K","-0.89%"
"10-06-2026","2,715.10","2,711.10","2,744.00","2,700.00","1.40M","0.26%"
"09-06-2026","2,708.10","2,666.20","2,719.00","2,661.50","1.42M","1.84%"
"08-06-2026","2,659.20","2,643.30","2,675.00","2,630.10","1.26M","-1.02%"
"05-06-2026","2,686.70","2,666.00","2,699.80","2,665.00","1.62M","0.94%"
"04-06-2026","2,661.60","2,663.90","2,698.80","2,644.90","1.84M","-0.03%"
"03-06-2026","2,662.40","2,652.10","2,676.00","2,624.70","958.77K","0.06%"
"02-06-2026","2,660.70","2,626.10","2,672.10","2,607.90","1.03M","1.08%"
"01-06-2026","2,632.40","2,732.60","2,778.80","2,626.70","2.22M","-1.47%"
"29-05-2026","2,671.60","2,676.10","2,748.20","2,631.60","5.06M","-0.01%"
"27-05-2026","2,671.90","2,644.80","2,689.60","2,642.00","858.46K","0.94%"
"26-05-2026","2,647.00","2,650.00","2,664.30","2,635.90","486.27K","-0.41%"
"25-05-2026","2,657.80","2,672.00","2,684.10","2,653.20","815.62K","0.68%"
"22-05-2026","2,639.80","2,606.10","2,664.70","2,600.20","1.56M","1.58%"
"21-05-2026","2,598.80","2,625.00","2,648.30","2,590.80","1.03M","0.01%"
"20-05-2026","2,598.60","2,562.00","2,614.00","2,562.00","586.19K","-0.08%"
"19-05-2026","2,600.70","2,629.00","2,646.00","2,595.10","688.64K","-0.51%"
"18-05-2026","2,614.00","2,580.10","2,619.40","2,556.00","898.48K","0.32%"
"15-05-2026","2,605.60","2,622.20","2,640.00","2,592.80","796.24K","-0.63%"
"14-05-2026","2,622.20","2,620.00","2,665.70","2,610.00","1.04M","0.18%"
"13-05-2026","2,617.60","2,554.00","2,642.40","2,554.00","3.52M","4.47%"
"12-05-2026","2,505.50","2,546.20","2,555.70","2,500.00","628.80K","-2.36%"
"11-05-2026","2,566.10","2,578.90","2,607.90","2,555.00","1.27M","-1.30%"
"08-05-2026","2,599.90","2,540.00","2,607.40","2,515.40","2.33M","2.74%"
"07-05-2026","2,530.60","2,534.60","2,555.80","2,511.30","1.05M","0.46%"
"06-05-2026","2,519.00","2,460.00","2,529.00","2,440.40","1.40M","3.66%"
"05-05-2026","2,430.00","2,430.00","2,454.90","2,415.00","327.68K","-0.74%"
"04-05-2026","2,448.10","2,460.00","2,507.00","2,442.30","581.16K","0.15%"
"30-04-2026","2,444.50","2,426.70","2,455.90","2,385.50","823.68K","-0.11%"
"29-04-2026","2,447.30","2,469.90","2,477.90","2,438.60","603.59K","-0.62%"
"28-04-2026","2,462.60","2,475.00","2,499.00","2,456.10","556.57K","-0.91%"
"27-04-2026","2,485.20","2,503.00","2,519.80","2,475.50","452.13K","0.00%"
"24-04-2026","2,485.10","2,521.40","2,538.90","2,470.70","436.87K","-1.44%"
"23-04-2026","2,521.40","2,530.00","2,541.70","2,510.00","1.38M","-1.62%"
"22-04-2026","2,562.90","2,500.00","2,572.00","2,500.00","1.13M","0.76%"
"21-04-2026","2,543.60","2,516.30","2,582.00","2,513.70","1.68M","1.06%"
"20-04-2026","2,516.80","2,470.00","2,523.80","2,456.50","1.20M","2.14%"
"17-04-2026","2,464.00","2,425.00","2,486.10","2,417.50","1.29M","0.97%"
"16-04-2026","2,440.30","2,435.00","2,446.60","2,411.60","1.50M","0.71%"
"15-04-2026","2,423.10","2,400.50","2,426.00","2,381.00","1.18M","3.01%"
"13-04-2026","2,352.40","2,279.90","2,362.50","2,262.00","1.73M","-0.35%"
"10-04-2026","2,360.70","2,267.70","2,376.90","2,267.70","3.02M","4.01%"
"09-04-2026","2,269.60","2,275.00","2,289.60","2,252.00","1.98M","-0.56%"
"08-04-2026","2,282.40","2,284.50","2,336.90","2,245.20","2.91M","4.40%"
"07-04-2026","2,186.20","2,167.70","2,198.70","2,145.00","1.79M","0.09%"
"06-04-2026","2,184.30","2,169.00","2,193.20","2,145.90","2.05M","0.71%"
"02-04-2026","2,169.00","2,185.00","2,185.10","2,142.40","1.85M","-2.55%"
"01-04-2026","2,225.80","2,224.80","2,246.60","2,198.40","1.21M","2.80%"
"30-03-2026","2,165.20","2,185.30","2,202.90","2,151.00","1.51M","-1.91%"
"27-03-2026","2,207.40","2,246.30","2,269.00","2,201.10","1.09M","-2.77%"
"25-03-2026","2,270.20","2,225.10","2,289.70","2,222.00","1.27M","2.39%"
"24-03-2026","2,217.30","2,184.00","2,224.50","2,153.30","1.56M","4.53%"
"23-03-2026","2,121.30","2,180.00","2,180.00","2,115.00","978.40K","-3.38%"
"20-03-2026","2,195.40","2,210.90","2,224.50","2,185.00","875.92K","0.43%"
"19-03-2026","2,186.00","2,220.00","2,239.00","2,180.60","889.33K","-3.36%"
"18-03-2026","2,262.10","2,235.10","2,270.40","2,228.60","844.91K","1.07%"
"17-03-2026","2,238.20","2,217.70","2,261.50","2,217.20","875.46K","0.92%"
"16-03-2026","2,217.70","2,185.40","2,227.80","2,175.10","1.11M","0.95%"
"13-03-2026","2,196.80","2,204.70","2,219.70","2,190.00","949.23K","-1.10%"
"12-03-2026","2,221.20","2,208.00","2,249.90","2,201.00","1.38M","-0.48%"
"11-03-2026","2,232.00","2,290.00","2,302.00","2,226.00","687.79K","-2.12%"
"10-03-2026","2,280.40","2,251.60","2,305.10","2,251.60","1.19M","2.68%"
"09-03-2026","2,220.80","2,200.00","2,230.00","2,162.60","2.20M","-2.58%"
"06-03-2026","2,279.50","2,261.70","2,307.90","2,253.70","979.74K","-0.36%"
"05-03-2026","2,287.80","2,285.20","2,313.00","2,253.70","925.04K","0.11%"
"04-03-2026","2,285.20","2,260.70","2,290.90","2,216.30","1.61M","-0.95%"
"02-03-2026","2,307.10","2,300.00","2,337.90","2,283.50","2.53M","-2.91%"
"27-02-2026","2,376.20","2,385.00","2,397.60","2,359.00","2.53M","-0.78%"
"26-02-2026","2,394.90","2,416.10","2,422.20","2,382.00","588.74K","-0.89%"
"25-02-2026","2,416.40","2,416.00","2,427.90","2,400.00","526.76K","0.14%"
"24-02-2026","2,413.10","2,413.00","2,441.50","2,403.70","499.66K","-0.68%"
"23-02-2026","2,429.70","2,424.70","2,446.60","2,411.50","634.37K","0.07%"
"20-02-2026","2,428.10","2,378.20","2,435.70","2,376.10","790.33K","1.14%"
"19-02-2026","2,400.80","2,420.00","2,428.00","2,391.10","971.60K","-1.29%"
"18-02-2026","2,432.10","2,440.00","2,448.20","2,416.50","551.81K","-0.22%"
"17-02-2026","2,437.40","2,399.50","2,452.40","2,399.50","1.00M","1.68%"
"16-02-2026","2,397.20","2,360.00","2,405.10","2,356.80","683.11K","1.30%"
"13-02-2026","2,366.40","2,408.90","2,411.80","2,360.10","675.64K","-1.83%"
"12-02-2026","2,410.50","2,398.00","2,413.90","2,377.00","607.77K","0.75%"
"11-02-2026","2,392.50","2,399.00","2,405.70","2,376.30","3.18M","-0.05%"
"10-02-2026","2,393.60","2,419.00","2,420.00","2,386.90","1.51M","-0.98%"
"09-02-2026","2,417.40","2,404.00","2,426.20","2,396.80","669.84K","0.68%"
"06-02-2026","2,401.10","2,432.00","2,444.00","2,386.10","1.04M","-1.27%"
"05-02-2026","2,432.10","2,445.00","2,455.80","2,402.60","1.05M","-0.84%"
"04-02-2026","2,452.70","2,430.00","2,463.80","2,417.10","970.97K","1.10%"
"03-02-2026","2,426.00","2,525.00","2,525.00","2,391.00","2.23M","1.00%"
"02-02-2026","2,402.00","2,374.90","2,429.50","2,372.00","1.18M","1.91%"
"01-02-2026","2,357.00","2,439.00","2,439.00","2,343.10","801.75K","-2.94%"
"30-01-2026","2,428.30","2,417.00","2,445.00","2,400.50","2.05M","0.51%"
"29-01-2026","2,416.00","2,511.80","2,514.90","2,410.00","3.49M","-3.81%"
"28-01-2026","2,511.80","2,535.00","2,548.50","2,451.00","3.43M","-4.23%"
"27-01-2026","2,622.80","2,719.90","2,734.70","2,546.00","3.82M","-2.99%"
"23-01-2026","2,703.70","2,703.80","2,782.90","2,690.80","1.79M","0.00%"
"22-01-2026","2,703.80","2,665.30","2,729.90","2,665.30","1.29M","1.60%"
"21-01-2026","2,661.10","2,670.00","2,688.00","2,648.00","914.32K","-0.54%"
"20-01-2026","2,675.60","2,740.00","2,740.10","2,669.30","911.15K","-2.85%"
"19-01-2026","2,754.00","2,756.90","2,786.30","2,724.70","1.34M","-0.11%"
"16-01-2026","2,756.90","2,787.90","2,826.50","2,750.50","1.14M","-2.03%"
"14-01-2026","2,813.90","2,884.00","2,884.00","2,807.30","958.25K","-2.51%"
"13-01-2026","2,886.30","2,900.00","2,914.50","2,870.80","1.05M","-0.35%"
"12-01-2026","2,896.40","2,826.00","2,900.00","2,808.00","1.74M","2.51%"
"09-01-2026","2,825.50","2,789.90","2,856.70","2,786.20","1.66M","1.40%"
"08-01-2026","2,786.50","2,795.00","2,804.70","2,770.10","620.03K","-0.82%"
"07-01-2026","2,809.40","2,845.80","2,854.70","2,801.10","636.75K","-1.28%"
"06-01-2026","2,845.80","2,820.00","2,848.40","2,811.60","875.89K","1.07%"
"05-01-2026","2,815.60","2,770.00","2,828.00","2,769.00","866.73K","1.55%"
"02-01-2026","2,772.60","2,755.80","2,799.00","2,755.80","508.88K","0.75%"
"01-01-2026","2,752.00","2,775.90","2,782.70","2,746.10","327.95K","-0.63%"
"31-12-2025","2,769.50","2,755.00","2,796.80","2,754.90","1.27M","0.41%"
"30-12-2025","2,758.30","2,770.30","2,792.40","2,741.00","4.83M","-0.62%"
"29-12-2025","2,775.40","2,746.50","2,793.80","2,735.00","815.53K","1.05%"
