Date,Portfolio_Value,Daily_Return,Drawdown
2025-01-02,100004.28775,4.287750000003143e-05,0.0
2025-01-03,100003.9709,-3.1683641484950937e-06,-3.1683641484950937e-06
2025-01-06,99994.20385,-9.766662175606593e-05,-0.00010083467646113815
2025-01-07,99993.89625,-3.0761782999094614e-06,-0.000103910544575604
2025-01-08,99995.08995000001,1.193772864914688e-05,-9.197405638234204e-05
2025-01-09,99994.78215,-3.078151138855919e-06,-9.505192441115157e-05
2025-01-10,99988.5753,-6.207173881024657e-05,-0.00015711776318317268
2025-01-13,99988.27434999999,-3.0098438656758943e-06,-0.00016012713414891285
2025-01-14,99991.03549999998,2.7614738007438927e-05,-0.00013251681801033132
2025-01-15,99990.74359999999,-2.9192616971801525e-06,-0.00013543569285624045
2025-01-16,99989.04364999999,-1.7001073687331944e-05,-0.00015243446399137824
2025-01-17,99988.74509999999,-2.9858271377395927e-06,-0.0001554198359861585
2025-01-20,99991.44179999999,2.6970035450524116e-05,-0.00012845399221412065
2025-01-21,99991.13549999999,-3.0632621600677244e-06,-0.00013151686088593473
2025-01-22,99986.4828,-4.653112475146815e-05,-0.00017804186600994207
2025-01-23,99986.18444999999,-2.983903340300826e-06,-0.0001810252380905242
2025-01-24,99986.33924999998,1.548213894158018e-06,-0.000179477304462155
2025-01-27,99986.04359999998,-2.956903935254569e-06,-0.0001824336777002617
2025-01-28,99982.45614999997,-3.587950748764658e-05,-0.00021830663955740325
2025-01-29,99982.17199999998,-2.841998595892901e-06,-0.00022114801772613304
2025-01-30,99989.68444999999,7.513789558411741e-05,-0.00014602673873868015
2025-01-31,99989.38909999999,-2.953804701204115e-06,-0.00014898011210541688
2025-02-01,99976.03994999999,-0.00013350566615267533,-0.0002824658885689821
2025-02-03,99975.75384999998,-2.8616856614361623e-06,-0.0002853267659018351
2025-02-04,99978.42339999997,2.670197420063197e-05,-0.00025863241048914497
2025-02-05,99978.13999999997,-2.8346116128118117e-06,-0.00026146628897952257
2025-02-06,99973.65659999997,-4.484380285527763e-05,-0.0003062983666920839
2025-02-07,99973.37739999998,-2.79273570143619e-06,-0.00030909024698313613
2025-02-10,99963.84814999998,-9.531787609695049e-05,-0.0004043786612542219
2025-02-11,99963.57814999997,-2.7009764529965688e-06,-0.00040707854548997633
2025-02-12,99958.86554999997,-4.714317041480303e-05,-0.0004542025249315371
2025-02-13,99958.60739999998,-2.582562322749396e-06,-0.00045678391424795875
2025-02-14,99956.09734999998,-2.5110894051902693e-05,-0.00048188333804738615
2025-02-17,99955.83954999998,-2.57913230749682e-06,-0.00048446122751399733
2025-02-18,99958.82599999997,2.987769412414179e-05,-0.0004545980079742262
2025-02-19,99958.55919999997,-2.6690989747878985e-06,-0.0004572658935819371
2025-02-20,99960.19544999997,1.636928356202163e-05,-0.00044090409513499075
2025-02-21,99959.92979999997,-2.657557828946677e-06,-0.00044356048123580757
2025-02-24,99956.86759999997,-3.063427521535038e-05,-0.0004741811682973011
2025-02-25,99956.60819999997,-2.595119337206669e-06,-0.0004767750570777886
2025-02-27,99956.35194999997,-2.5636123976225598e-06,-0.00047933744720896396
2025-02-28,99956.09569999996,-2.5636189697479335e-06,-0.0004818998373401393
2025-03-03,99956.79324999996,6.978563889597145e-06,-0.00047492463641934544
2025-03-04,99956.53984999996,-2.5350953323166994e-06,-0.0004774585277724332
2025-03-05,99966.08444999995,9.54874990102392e-05,-0.00038201662008289204
2025-03-06,99970.11924999995,4.036168888871585e-05,-0.00034167035003014633
2025-03-07,99961.15189999995,-8.970030312324266e-05,-0.00043134000521942304
2025-03-10,99989.28744999995,0.0002814648437438804,-0.0001499965685227122
2025-03-11,99973.01589999995,-0.0001627329328467016,-0.00031270509198790116
2025-03-12,99971.54754999994,-1.468746327987996e-05,-0.0003273879624232251
2025-03-13,99969.17939999995,-2.368823988455689e-05,-0.00035106844706319284
2025-03-17,99970.51154999995,1.3325607032060953e-05,-0.0003377475182312988
2025-03-18,100002.64349999996,0.00032141428008937683,-1.6441795017346254e-05
2025-03-19,100058.37184999995,0.0005572687686000055,0.0
2025-03-20,100085.54459999995,0.00027156898016223233,0.0
2025-03-21,100110.86429999996,0.00025298058876733435,0.0
2025-03-24,100166.58079999995,0.0005565479869700318,0.0
2025-03-25,100159.68929999994,-6.880039175713244e-05,-6.880039175713244e-05
2025-03-26,100159.14889999994,-5.395384148800914e-06,-7.419540470139023e-05
2025-03-27,100179.45854999994,0.000202773787747268,0.0
2025-03-28,100167.76304999995,-0.00011674549023590311,-0.00011674549023590311
2025-04-01,100165.87134999994,-1.88853174155755e-05,-0.00013562860287583866
2025-04-02,100162.83044999994,-3.0358643707912423e-05,-0.00016598312908331977
2025-04-03,100162.54229999994,-2.8768156680324577e-06,-0.00016885946724848585
2025-04-04,100157.14254999993,-5.3909873651553786e-05,-0.0002227602377074954
2025-04-07,100156.84789999994,-2.941877059332917e-06,-0.00022570145943359528
2025-04-08,100155.65749999993,-1.188535806553449e-05,-0.0002375841349564685
2025-04-09,100163.56799999993,7.898205850226827e-05,-0.00015862084133824657
2025-04-11,100194.92439999993,0.0003130519471910609,0.0
2025-04-15,100196.62024999993,1.6925508055013846e-05,0.0
2025-04-16,100200.81559999993,4.1871172795316995e-05,0.0
2025-04-17,100217.01004999994,0.00016161994194396534,0.0
2025-04-21,100291.25174999992,0.0007408093692172985,0.0
2025-04-22,100253.73279999993,-0.000374099927414635,-0.000374099927414635
2025-04-23,100262.17004999993,8.41589611115476e-05,-0.00028997245016433056
2025-04-24,100265.05604999993,2.878453556869334e-05,-0.00026119626131794287
2025-04-25,100208.49164999994,-0.000564148689766662,-0.0008251975975560104
2025-04-28,100230.18349999993,0.00021646718399626115,-0.0006089090417599327
2025-04-29,100167.72314999992,-0.0006231690676292987,-0.0012316986561094069
2025-04-30,100213.01844999992,0.00045219456503138046,-0.0007800610585160755
2025-05-02,100169.80994999992,-0.00043116653572860625,-0.0012108912580204247
2025-05-05,100234.60474999991,0.0006468495850429514,-0.0005648249374852558
2025-05-06,100208.79489999992,-0.00025749440589269715,-0.0008221739041162418
2025-05-07,100266.08674999991,0.0005717247678426497,-0.0002509191934580492
2025-05-08,100210.52499999992,-0.0005541429989037996,-0.0008049231472475035
2025-05-09,100066.21649999992,-0.0014400533277317857,-0.002243817342722527
2025-05-12,100242.71599999993,0.0017638270554578776,-0.00048394799300124897
2025-05-13,100038.10509999991,-0.0020411547907382556,-0.002524114970975122
2025-05-14,99993.60554999992,-0.00044482599860833647,-0.002967818177620892
2025-05-15,100043.70859999993,0.0005010625401936535,-0.00246824269994215
2025-05-16,100059.15849999992,0.00015443150015324753,-0.002314192374211797
2025-05-19,100104.35734999992,0.0004517212684733973,-0.00186351647565317
