Date,Portfolio_Value,Daily_Return,Drawdown
2025-01-02,100007.27089999999,7.270899999988614e-05,0.0
2025-01-03,99952.43299999999,-0.0005483391308101242,-0.0005483391308101242
2025-01-06,99912.733,-0.0003971889308587125,-0.0009453102674357223
2025-01-07,99924.83299999998,0.00012110568529830197,-0.0008243190645851776
2025-01-08,99919.733,-5.103836400698583e-05,-0.0008753153566956873
2025-01-09,99906.33299999998,-0.00013410764418284355,-0.0010093056143981273
2025-01-10,99846.64479999998,-0.0005974416056287858,-0.001606144218860077
2025-01-13,99726.77599999998,-0.0012005290737620918,-0.0028047450697907725
2025-01-14,99768.08679999998,0.00041423980255806146,-0.002391667104276647
2025-01-15,99763.33904999997,-4.7587862534911784e-05,-0.002439141152486171
2025-01-16,99735.99184999996,-0.00027412073673975334,-0.0027125932700561924
2025-01-17,99724.94834999996,-0.00011072732917329253,-0.0028230202410215585
2025-01-20,99751.85604999997,0.00026981914200219963,-0.002553962803918646
2025-01-21,99575.91059999997,-0.0017638313407602937,-0.004313289385042252
2025-01-22,99699.88259999998,0.0012449999126596877,-0.0030736595172902175
2025-01-23,99839.44319999998,0.0013998070645671662,-0.0016781549830294283
2025-01-24,99321.24204999997,-0.0051903449517635945,-0.006859789731548579
2025-01-27,99105.63064999996,-0.002170848808872794,-0.009015746974053523
2025-01-28,99471.73454999996,0.0036940776987024,-0.005354974145185118
2025-01-29,99523.91394999996,0.0005245650961657393,-0.004833218081546813
2025-01-30,100091.98999999996,0.005707935183150055,0.0
2025-01-31,100465.13999999997,0.0037280705479030727,0.0
2025-02-01,99786.83999999997,-0.006751595628095508,-0.006751595628095508
2025-02-03,99444.30049999997,-0.003432712169259985,-0.010161131512881007
2025-02-04,99984.37994999997,0.005430974397572487,-0.004785341960405343
2025-02-05,99737.93089999998,-0.0024648755147878045,-0.007238422202965058
2025-02-06,100465.19409999998,0.00729174140106411,0.0
2025-02-07,100480.22259999998,0.00014958912023841254,0.0
2025-02-10,100170.55034999998,-0.003081922412062842,-0.003081922412062842
2025-02-11,100032.29149999998,-0.0013802345052205095,-0.00445790314162781
2025-02-12,99932.08834999998,-0.0010017080334503905,-0.005455145657688888
2025-02-13,100527.33914999997,0.005956553193556817,0.0
2025-02-14,100182.96699999998,-0.003425656671227985,-0.003425656671227985
2025-02-17,100607.10754999997,0.004233659300587459,0.0
2025-02-18,100821.68289999996,0.0021328050793364118,0.0
2025-02-19,100281.70079999996,-0.005355813198789544,-0.005355813198789544
2025-02-20,100762.28664999997,0.004792358388081939,-0.0005891217870158237
2025-02-21,100639.83664999997,-0.0012152364150421664,-0.0018036422798095137
2025-02-24,100670.83664999997,0.0003080291168179277,-0.001496168737330091
2025-02-25,100255.43664999996,-0.0041263191389202475,-0.005616314206554439
2025-02-27,99567.23664999998,-0.006864465638931341,-0.012442226849597445
2025-02-28,98488.99549999996,-0.010829276640369796,-0.023136763173390713
2025-03-03,98489.23799999997,2.4622040135191257e-06,-0.02313435793680834
2025-03-04,98292.33044999996,-0.001999279860404683,-0.02508738574130657
2025-03-05,98919.17864999996,0.00637738669060108,-0.018869991010634073
2025-03-06,100429.75889999996,0.015270853141075891,-0.0038872987310549965
2025-03-07,100310.95889999997,-0.0011829163118700708,-0.0050656166938469905
2025-03-10,100465.75889999996,0.0015432012782801582,-0.0035302326817240543
2025-03-11,99853.75889999996,-0.006091627701823892,-0.009600355520350072
2025-03-12,100168.66314999996,0.003153654438941777,-0.0064769772852104664
2025-03-13,100449.86314999996,0.0028072651781216986,-0.003687894699881024
2025-03-17,101585.76314999996,0.011308128895146182,0.0
2025-03-18,102179.61314999996,0.005845799466241506,0.0
2025-03-19,101828.11314999996,-0.003440020853122599,-0.003440020853122599
2025-03-20,102305.41314999996,0.0046873106574891205,0.0
2025-03-21,102742.01314999996,0.004267613868680138,0.0
2025-03-24,102748.08929999996,5.913987680129527e-05,0.0
2025-03-25,102245.41524999996,-0.004892295841456603,-0.004892295841456603
2025-03-26,100843.90404999997,-0.013707325620157761,-0.018532561169485373
2025-03-27,101111.90404999997,0.002657572636885631,-0.015924240160055177
2025-03-28,99483.90404999997,-0.01610097263320204,-0.031768817038235635
2025-04-01,99566.51184999997,0.0008303634722505442,-0.03096483323121025
2025-04-02,99905.26759999996,0.0034023060937430714,-0.02766787897826146
2025-04-03,101767.86524999997,0.018643638065787147,-0.009540070834193023
2025-04-04,98308.51524999997,-0.033992557390310464,-0.04320833681916455
2025-04-07,96962.89999999997,-0.013687677477155297,-0.056304592517614827
2025-04-08,99114.76529999997,0.022192666473465683,-0.03536147508681696
2025-04-09,98333.63274999996,-0.00788109165809637,-0.042963879718588636
2025-04-11,100562.36714999996,0.022665026580135188,-0.02127263061426099
2025-04-15,101460.90409999996,0.008935121312923415,-0.012527582836521006
2025-04-16,102174.82229999997,0.007036387131898373,-0.00557934462728732
2025-04-17,103113.32589999997,0.00918527264226029,0.0
2025-04-21,102902.71069999997,-0.0020425604368949973,-0.0020425604368949973
2025-04-22,103790.39959999998,0.008626487037722015,0.0
2025-04-23,104080.37139999997,0.0027938210192612017,0.0
2025-04-24,105050.83769999997,0.009324200970328208,0.0
2025-04-25,103630.28599999996,-0.0135225166319641,-0.0135225166319641
2025-04-28,105263.96009999997,0.015764446505532218,0.0
2025-04-29,104487.20499999997,-0.00737911721411662,-0.00737911721411662
2025-04-30,104984.46349999995,0.004759037242885211,-0.0026551974648730057
2025-05-02,103537.41339999996,-0.013783469017775128,-0.01640206865065498
2025-05-05,104573.88779999997,0.010010626747992593,-0.006555636889819045
2025-05-06,102650.84489999998,-0.01838932204259108,-0.024824405214448952
2025-05-07,102488.13349999997,-0.0015850955747955535,-0.026370151734392153
2025-05-08,101100.62469999997,-0.013538238551295273,-0.03955138488087337
2025-05-09,100663.93789999998,-0.004319328404703675,-0.04369987786541572
2025-05-12,102716.45789999998,0.02038982422919901,-0.02420108646473
2025-05-13,103275.94629999997,0.005446920692540621,-0.01888598717083608
2025-05-14,101606.14629999998,-0.016168334058634416,-0.03474896627986534
2025-05-15,102100.45149999998,0.004864914358040195,-0.03005310266680711
2025-05-16,101946.35149999998,-0.0015092979290106847,-0.03151704151020244
2025-05-19,101390.25149999997,-0.0054548298376328455,-0.03679995124941152
2025-05-20,98897.85149999998,-0.024582244970563022,-0.06047757080345673
2025-05-21,100773.85149999998,0.018969067290607426,-0.04265570662299255
2025-05-22,99842.55149999997,-0.009241484632548784,-0.05150298919829444
2025-05-23,100894.45149999998,0.01053558812546982,-0.04151001535424837
2025-05-26,100894.45149999998,0.0,-0.04151001535424837
2025-05-27,100646.55149999997,-0.0024570231198492495,-0.043865047406666934
2025-05-28,99842.55149999997,-0.0079883511955201,-0.05150298919829444
2025-05-29,100405.35149999998,0.005636875175410587,-0.046156429944155156
2025-05-30,99654.95149999998,-0.007473705223769814,-0.053285175616340774
2025-06-02,99956.45149999998,0.003025439232690812,-0.05042094744448046
2025-06-03,100157.45149999998,0.002010875706206918,-0.048511461996573586
2025-06-04,100070.35149999998,-0.000869630753334472,-0.049338905690666617
2025-06-05,101269.65149999996,0.011984568676167673,-0.0379456425181557
2025-06-06,102234.45149999998,0.009527039796320597,-0.028780112368202528
2025-06-09,102395.25149999997,0.0015728553109123726,-0.027252524009877137
2025-06-10,102676.65149999996,0.002748174313532442,-0.024579244382807567
2025-06-11,103406.95149999998,0.007112619951382206,-0.017641447255412415
2025-06-12,102140.65149999996,-0.012245791812168621,-0.0296712055772259
2025-06-13,102301.45149999998,0.001574299729231877,-0.028143617218900237
2025-06-16,103762.05149999997,0.01427741228089996,-0.01426802296411035
2025-06-17,102187.55149999997,-0.015174141000864854,-0.029225658972714216
2025-06-18,101825.75149999997,-0.0035405486743657127,-0.03266273277894662
2025-06-19,100881.05149999997,-0.009277613826400263,-0.04163731438410891
2025-06-20,101733.96149999998,0.008454610527131586,-0.0335347311334907
2025-06-23,101693.76149999998,-0.00039514828094055,-0.033916628223072044
