Date,Portfolio_Value,Daily_Return,Drawdown
2025-01-02,100006.30825,6.308250000001863e-05,0.0
2025-01-03,99965.85824999999,-0.00040447448473843287,-0.00040447448473843287
2025-01-06,99964.09885,-1.76000089510097e-05,-0.00042206737493489073
2025-01-07,99964.09885,0.0,-0.00042206737493489073
2025-01-08,99964.09885,0.0,-0.00042206737493489073
2025-01-09,99964.09885,0.0,-0.00042206737493489073
2025-01-10,99964.09885,0.0,-0.00042206737493489073
2025-01-13,99964.09885,0.0,-0.00042206737493489073
2025-01-14,99964.09885,0.0,-0.00042206737493489073
2025-01-15,99964.09885,0.0,-0.00042206737493489073
2025-01-16,99964.09885,0.0,-0.00042206737493489073
2025-01-17,99964.09885,0.0,-0.00042206737493489073
2025-01-20,99964.09885,0.0,-0.00042206737493489073
2025-01-21,99964.09885,0.0,-0.00042206737493489073
2025-01-22,99964.09885,0.0,-0.00042206737493489073
2025-01-23,99964.09885,0.0,-0.00042206737493489073
2025-01-24,99964.09885,0.0,-0.00042206737493489073
2025-01-27,99946.70115,-0.0001740394821755686,-0.0005960334007230825
2025-01-28,99945.0692,-1.6328202744242483e-05,-0.0006123518713131156
2025-01-29,99945.0692,0.0,-0.0006123518713131156
2025-01-30,99945.0692,0.0,-0.0006123518713131156
2025-01-31,99945.0692,0.0,-0.0006123518713131156
2025-02-01,99945.0692,0.0,-0.0006123518713131156
2025-02-03,99934.37305,-0.00010702028709990027,-0.0007193066243399418
2025-02-04,99972.52305,0.00038175053123034263,-0.00033783068879555847
2025-02-05,99988.47305,0.0001595438377805059,-0.00017834074981966301
2025-02-06,99995.82305,7.350847328501953e-05,-0.00010484538609088721
2025-02-07,99983.57305,-0.00012250511697748357,-0.00022733765897208318
2025-02-10,99970.62305,-0.00012952127639542926,-0.0003568294903037496
2025-02-11,99955.47305,-0.00015154451915756246,-0.0005083199339077827
2025-02-12,99960.62305,5.152294159438405e-05,-0.0004568231824516647
2025-02-13,99950.52305,-0.00010103978638607805,-0.0005578168115209717
2025-02-14,99946.92305,-3.601782051910754e-05,-0.0005938145406942793
2025-02-17,99969.22305,0.00022311842445461768,-0.0003708286072043995
2025-02-18,99969.62305,4.001231456946681e-06,-0.0003668288595185411
2025-02-19,99974.02305,4.4013369919461064e-05,-0.0003228316349733712
2025-02-20,99937.72305,-0.000363094320830204,-0.000685808737470332
2025-02-21,99936.03255,-1.6915534478919402e-05,-0.0007027126711279068
2025-02-24,99924.79145,-0.00011248295247637663,-0.0008151165804082923
2025-02-25,99927.54145,2.7520697917853898e-05,-0.0007876183150676158
2025-02-27,99943.94145,0.00016411891818833674,-0.0006236286599450932
2025-02-28,99981.24145,0.0003732092156748028,-0.0002506521882333409
2025-03-03,99953.84145,-0.0002740514080703504,-0.00052463490471857
2025-03-04,99952.13085,-1.7113899527928524e-05,-0.0005417398256974504
2025-03-05,99952.13085,0.0,-0.0005417398256974504
2025-03-06,99947.23165,-4.901546328564177e-05,-0.0005907287353545552
2025-03-07,99947.33165000001,1.0005279621551256e-06,-0.0005897287984330179
2025-03-10,99940.68165,-6.653504290935946e-05,-0.0006562246037114687
2025-03-11,99942.53165,1.851098040820518e-05,-0.0006377257706640463
2025-03-12,99968.93165,0.00026415180368301365,-0.0003737424233936086
2025-03-13,99960.53165,-8.402610552449752e-05,-0.0004577371247977991
2025-03-17,99966.68165,6.15242826191409e-05,-0.0003962410041268895
2025-03-18,99988.33165000001,0.0002165721582697822,-0.00017975466062656608
2025-03-19,100000.53165,0.0001220142370481995,-5.7762356206138784e-05
2025-03-20,100023.33165000001,0.0002279987878444735,0.0
2025-03-21,100023.53165,1.9995334758186854e-06,0.0
2025-03-24,100050.93165,0.00027393553844780864,0.0
2025-03-25,100073.13165,0.00022188698929518754,0.0
2025-03-26,100058.98165,-0.000141396594337459,-0.000141396594337459
2025-03-27,100076.58165000001,0.00017589625348746313,0.0
2025-03-28,100086.83165000001,0.00010242156387642762,0.0
