Company,Algorithm,Initial Capital,Final Portfolio Value,Total Return %,Annualized Return %,Sharpe Ratio,Maximum Drawdown %,Number of Trades,Winning Trades,Losing Trades,Win Rate %,Total Reward
ADELc1_NS,Q-Learning,100000.0,130051.40475000009,30.05140475000009,18.151230118084662,0.9506297094457025,-24.91109816995075,312,104,41,71.72413793103448,0.28044299981248494
ADELc1_NS,SARSA,100000.0,115240.50420000007,15.240504200000068,9.422309694397635,1.0833403228257816,-10.78797708302501,333,85,81,51.204819277108435,0.1478418366247512
ADELc1_NS,Monte Carlo,100000.0,113164.72380000004,13.164723800000036,8.167016677045979,0.4273032410442025,-33.32180884994644,149,29,27,51.78571428571429,0.1163404861341262
ADELc1_NS,Value Iteration,100000.0,111973.19835000002,11.97319835000002,7.44266350633529,0.6761301726649709,-8.045547181557106,166,23,45,33.82352941176471,0.11987871590195057
ADELc1_NS,Policy Iteration,100000.0,111973.19835000002,11.97319835000002,7.44266350633529,0.6761301726649709,-8.045547181557106,166,23,45,33.82352941176471,0.11987871590195057
ADELc1_NS,Expected SARSA,100000.0,99582.72679999997,-0.4172732000000251,-0.2650799854467256,-0.6859532517637068,-0.7733907216692749,222,53,58,47.74774774774775,-0.004169534373072477
ADELc1_NS,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
ADELc1_NS,Buy & Hold,100000.0,117289.31790000002,17.28931790000002,10.633777127776423,0.4694936731603161,-33.54438865051381,1,0,0,0.0,0.25070709228248705
APLH,Q-Learning,100000.0,108336.33055000007,8.336330550000072,5.214115263928654,0.45069570013374094,-11.420878521942564,331,96,69,58.18181818181818,0.0649992476399505
APLH,SARSA,100000.0,123662.2258000001,23.6622258000001,14.432788510050099,1.0238270052419032,-13.459257801454344,205,53,43,55.208333333333336,0.13841636376472713
APLH,Monte Carlo,100000.0,128545.79455,28.545794550000004,17.2811028332984,0.952608803485121,-14.793290083608932,14,0,0,0.0,0.1146288389302878
APLH,Value Iteration,100000.0,128511.43315000008,28.51143315000008,17.261201267845827,0.9871124375377822,-14.124586648812612,146,51,15,77.27272727272727,0.06296628338045121
APLH,Policy Iteration,100000.0,128511.43315000008,28.51143315000008,17.261201267845827,0.9871124375377822,-14.124586648812612,146,51,15,77.27272727272727,0.06296628338045121
APLH,Expected SARSA,100000.0,99975.2155,-0.024784499999994297,-0.015733481689483853,-0.10347624040449653,-0.17314849999999568,8,2,2,50.0,-0.0002460545065301919
APLH,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
APLH,Buy & Hold,100000.0,120539.74455,20.53974455,12.566891285285964,0.7207958724189714,-17.85530453341215,1,0,0,0.0,0.21546768382348203
APSEc1_NS,Q-Learning,100000.0,100305.88195000002,0.3058819500000245,0.19406023672301487,1.136097686311031,-0.08737093173469151,10,3,2,60.0,-0.020943505666609488
APSEc1_NS,SARSA,100000.0,120129.56180000004,20.12956180000004,12.34671203816613,1.4701745823749326,-6.919972758173579,261,105,25,80.76923076923077,0.1887151896903296
APSEc1_NS,Monte Carlo,100000.0,136545.3462000001,36.54534620000009,21.862876543289623,0.9792038862315137,-17.242691102188545,158,36,3,92.3076923076923,0.28435199183788207
APSEc1_NS,Value Iteration,100000.0,113360.84789999995,13.36084789999995,8.28597707544394,1.109151312095241,-6.075187448201819,182,61,22,73.49397590361446,0.12981946949287884
APSEc1_NS,Policy Iteration,100000.0,113360.84789999995,13.36084789999995,8.28597707544394,1.109151312095241,-6.075187448201819,182,61,22,73.49397590361446,0.12981946949287884
APSEc1_NS,Expected SARSA,100000.0,103725.03504999998,3.7250350499999767,2.3487697788780126,0.7313786305552166,-3.712343649049463,127,42,21,66.66666666666666,0.03741789000078768
APSEc1_NS,Double Q-Learning,100000.0,99835.7417,-0.16425830000000133,-0.10429961084862382,-0.8385816042411861,-0.2560614241379567,136,33,35,48.529411764705884,-0.0016426934860458674
APSEc1_NS,Buy & Hold,100000.0,138525.46705,38.52546705,22.93755461245228,0.8799181613349341,-17.251061904372833,1,0,0,0.0,0.38828774151117673
ASPN,Q-Learning,100000.0,99771.5198000001,-0.22848019999990357,-0.14509583268771387,-0.3901337275278837,-0.7608352245944137,148,33,41,44.5945945945946,-0.0022764382637206326
ASPN,SARSA,100000.0,99927.27435000005,-0.07272564999994939,-0.046171110720172326,-0.10301761072040015,-0.6461431923171499,161,42,38,52.5,-0.0007121229791391089
ASPN,Monte Carlo,100000.0,121556.25430000004,21.556254300000045,13.191850866735443,0.7005389801139746,-27.744393146082036,104,20,10,66.66666666666666,0.019803189434212533
ASPN,Value Iteration,100000.0,102172.21470000001,2.1722147000000116,1.373467942108042,0.17191217529322003,-21.057347554913775,165,21,44,32.30769230769231,0.03433812053517866
ASPN,Policy Iteration,100000.0,102172.21470000001,2.1722147000000116,1.373467942108042,0.17191217529322003,-21.057347554913775,165,21,44,32.30769230769231,0.03433812053517866
ASPN,Expected SARSA,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
ASPN,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
ASPN,Buy & Hold,100000.0,118934.85005000002,18.934850050000023,11.614837404082156,0.6089276884180712,-28.36170247275743,1,0,0,0.0,0.21245339044110167
AXBK,Q-Learning,100000.0,99626.14535000002,-0.3738546499999793,-0.23747872006114612,-0.4168284817926232,-0.8984561656978881,338,79,89,47.023809523809526,-0.0037198652181725006
AXBK,SARSA,100000.0,109615.44895000002,9.61544895000002,6.000985809934423,0.3929672175392957,-17.067124147174564,125,12,6,66.66666666666666,-0.06813001337661158
AXBK,Monte Carlo,100000.0,113408.00160000003,13.408001600000032,8.314567259196215,0.4946119008276326,-17.097434242324358,126,13,4,76.47058823529412,-0.0917444369930432
AXBK,Value Iteration,100000.0,104493.37055,4.493370550000007,2.8293756587143726,0.7022093449374631,-3.9113089265598298,171,48,26,64.86486486486487,0.045297288154483174
AXBK,Policy Iteration,100000.0,104493.37055,4.493370550000007,2.8293756587143726,0.7022093449374631,-3.9113089265598298,171,48,26,64.86486486486487,0.045297288154483174
AXBK,Expected SARSA,100000.0,99893.28114999998,-0.10671885000001931,-0.06775647808162644,-0.49760482078491003,-0.16330903194966095,42,11,10,52.38095238095239,-0.0010662770680841824
AXBK,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
AXBK,Buy & Hold,100000.0,114566.4226,14.566422600000006,8.999246510924186,0.4900779474114176,-17.197987262048127,1,0,0,0.0,0.17874351540720732
BAJAc1_NS,Q-Learning,100000.0,104975.70844999999,4.975708449999991,3.130426197243219,0.516249022554685,-6.2259826802428915,118,38,19,66.66666666666666,0.05180357943619525
BAJAc1_NS,SARSA,100000.0,108988.48300000015,8.988483000000153,5.6157189402967544,0.5395517454091834,-7.482357549451018,257,76,52,59.375,0.05825355343751623
BAJAc1_NS,Monte Carlo,100000.0,110974.39180000019,10.974391800000188,6.833296685627954,0.7265511226153368,-10.970059857146701,277,61,73,45.52238805970149,0.0987584892396118
BAJAc1_NS,Value Iteration,100000.0,120208.7145000001,20.208714500000106,12.393695929754145,0.9448525621928876,-11.012191463103454,78,17,17,50.0,0.10720228382938489
BAJAc1_NS,Policy Iteration,100000.0,120208.7145000001,20.208714500000106,12.393695929754145,0.9448525621928876,-11.012191463103454,78,17,17,50.0,0.10720228382938489
BAJAc1_NS,Expected SARSA,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
BAJAc1_NS,Double Q-Learning,100000.0,99345.16520000008,-0.6548347999999242,-0.41617629092746133,-0.6560875764342939,-1.0382548567986607,43,12,9,57.14285714285714,-0.006537833163604189
BAJAc1_NS,Buy & Hold,100000.0,130348.13870000002,30.348138700000028,18.287729359402704,0.8546779797016946,-19.429267551898963,1,0,0,0.0,0.3063404388687985
BAJE,Q-Learning,100000.0,100325.72936000011,0.32572936000011393,0.20664452751861795,0.40898707126706846,-0.5029192665392794,277,74,63,54.01459854014598,0.0032726399498798197
BAJE,SARSA,100000.0,100194.65670000004,0.19465670000003593,0.12352080437758595,0.952905560282911,-0.08755079011784049,181,49,41,54.44444444444444,0.0019460235343875573
BAJE,Monte Carlo,100000.0,102941.43793000007,2.9414379300000726,1.857276410486075,0.21829975461703222,-12.533295892802007,265,24,2,92.3076923076923,0.039597107647796434
BAJE,Value Iteration,100000.0,102685.61764000017,2.6856176400001717,1.696523406389927,0.2744988285003191,-7.202374499121281,341,101,31,76.51515151515152,0.030471665757313738
BAJE,Policy Iteration,100000.0,101492.2713400001,1.492271340000094,0.944703949149428,0.1399143987652522,-12.626798100412062,227,17,1,94.44444444444444,0.025582814668493038
BAJE,Expected SARSA,100000.0,100151.28246000006,0.15128246000006038,0.09600496368828981,0.044169111584206014,-4.1403963486482445,291,80,24,76.92307692307693,0.0028856501890498027
BAJE,Double Q-Learning,100000.0,99988.81960000002,-0.011180399999982911,-0.007097268383216004,-0.13225245779520942,-0.06217982885717966,154,39,38,50.649350649350644,-0.00011158086489820702
BAJE,Buy & Hold,100000.0,131749.4179,31.749417899999997,19.091955359431132,0.7595635006479883,-17.80533618119806,1,0,0,0.0,0.3399184691666412
BJFN,Q-Learning,100000.0,99919.35390000005,-0.08064609999995447,-0.05120028349803185,-0.6183641927886185,-0.1681067751004974,32,6,10,37.5,-0.0008062376807988497
BJFN,SARSA,100000.0,102475.02157000008,2.4750215700000844,1.5640787205484008,0.5020048199989614,-3.844301943854992,335,91,74,55.15151515151515,0.025265664257616647
BJFN,Monte Carlo,100000.0,101997.26398000003,1.9972639800000322,1.2632459815875796,0.4015991410504407,-3.8620727768902734,211,42,57,42.42424242424242,0.020626363575301013
BJFN,Value Iteration,100000.0,107035.1329600001,7.035132960000104,4.410172988408889,0.6044805979206604,-9.309458972442565,283,54,67,44.62809917355372,0.07263602493192209
BJFN,Policy Iteration,100000.0,107035.1329600001,7.035132960000104,4.410172988408889,0.6044805979206604,-9.309458972442565,283,54,67,44.62809917355372,0.07263602493192209
BJFN,Expected SARSA,100000.0,99577.58699000014,-0.42241300999985837,-0.2683476646020644,-0.252851202388393,-1.8122269801658617,270,67,68,49.629629629629626,-0.004146355179365595
BJFN,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
BJFN,Buy & Hold,100000.0,164500.10704000003,64.50010704000003,37.08196087628088,1.2375367925287728,-26.71385311979576,1,0,0,0.0,0.5646411019757339
BJFS,Q-Learning,100000.0,101393.58435000016,1.3935843500001648,0.8823860748683687,0.5110305127804056,-1.697473641063681,152,50,26,65.78947368421053,0.014084732666394546
BJFS,SARSA,100000.0,103678.71040000001,3.6787104000000106,2.319751501498901,0.46826875600110146,-4.345950237782687,175,55,30,64.70588235294117,0.0382843070172377
BJFS,Monte Carlo,100000.0,105623.56015000002,5.623560150000019,3.5339882139441503,0.27505171651184185,-25.00548130228389,52,0,0,0.0,-0.043410657314096546
BJFS,Value Iteration,100000.0,106731.93545000002,6.7319354500000195,4.2223312954842385,0.30489750668391646,-24.448107015387937,98,18,5,78.26086956521739,0.06632611280406893
BJFS,Policy Iteration,100000.0,106731.93545000002,6.7319354500000195,4.2223312954842385,0.30489750668391646,-24.448107015387937,98,18,5,78.26086956521739,0.06632611280406893
BJFS,Expected SARSA,100000.0,99626.26359999999,-0.3737364000000089,-0.23740355428191195,-1.4614624988505434,-0.5171905056420477,88,17,27,38.63636363636363,-0.003742234099561788
BJFS,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
BJFS,Buy & Hold,100000.0,128420.78679999999,28.420786799999988,17.176384593131132,0.7616768214333061,-24.923085344587108,1,0,0,0.0,0.2997846702818657
BRTI,Q-Learning,100000.0,94548.63175000012,-5.451368249999883,-3.4957644039592894,-0.4515930733747187,-12.45053785491275,382,68,109,38.4180790960452,-0.05179909083749513
BRTI,SARSA,100000.0,111744.78435000005,11.744784350000046,7.303484953024264,0.5083764350711263,-18.65108103638332,98,21,0,100.0,0.0002165916629744448
BRTI,Monte Carlo,100000.0,119393.12195,19.39312195,11.90902867597472,0.6975807890563993,-18.614267818168223,60,0,0,0.0,-0.051818271793032084
BRTI,Value Iteration,100000.0,118321.63270000003,18.32163270000003,11.270452489433303,0.6931452495949422,-18.714757874549417,152,46,0,100.0,0.013350081868908955
BRTI,Policy Iteration,100000.0,118321.63270000003,18.32163270000003,11.270452489433303,0.6931452495949422,-18.714757874549417,152,46,0,100.0,0.013350081868908955
BRTI,Expected SARSA,100000.0,106404.02664999997,6.40402664999997,4.018960582192466,0.9471417942566475,-3.2598132122953998,69,23,9,71.875,0.06352819163360456
BRTI,Double Q-Learning,100000.0,99822.88405000001,-0.17711594999999214,-0.11246651729928114,-0.5145647865179414,-0.40166914822348043,192,54,42,56.25,-0.001768917343461874
BRTI,Buy & Hold,100000.0,123231.66660000001,23.23166660000001,14.153431576722507,0.7624504637270092,-18.633732619994884,1,0,0,0.0,0.24112099580420737
CIPL,Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
CIPL,SARSA,100000.0,101062.39980000003,1.0623998000000283,0.6730908570416583,0.1287225173092366,-28.03619027606577,124,20,8,71.42857142857143,-0.08798091292388169
CIPL,Monte Carlo,100000.0,100191.50959999998,0.19150959999997577,0.1215244869175347,0.10165035791973023,-28.178145342441557,78,1,4,20.0,-0.18275309954339444
CIPL,Value Iteration,100000.0,100200.27679999996,0.20027679999996326,0.12708577672937427,0.1243121673782529,-1.6362793414260624,25,8,4,66.66666666666666,0.00209190491775154
CIPL,Policy Iteration,100000.0,100200.27679999996,0.20027679999996326,0.12708577672937427,0.1243121673782529,-1.6362793414260624,25,8,4,66.66666666666666,0.00209190491775154
CIPL,Expected SARSA,100000.0,99516.29082000001,-0.48370917999999075,-0.30732198974330327,-1.721981255273139,-0.6458845799999836,109,20,34,37.03703703703704,-0.004846245638360763
CIPL,Double Q-Learning,100000.0,99900.19827000004,-0.09980172999996284,-0.06336395353088164,-0.5742772145348137,-0.22105168115802978,158,41,38,51.89873417721519,-0.0009975421223477141
CIPL,Buy & Hold,100000.0,96267.10850000002,-3.732891499999983,-2.381914965820442,-0.00887683514615001,-28.191387767591348,1,0,0,0.0,-0.002940536812340831
COAL,Q-Learning,100000.0,103752.89359999994,3.7528935999999375,2.366218406192,0.2344733270553146,-14.672989408465689,298,22,2,91.66666666666666,0.03372781543599085
COAL,SARSA,100000.0,100896.98045000003,0.8969804500000319,0.5684587403236963,0.11569433252903877,-8.4242906916306,358,70,37,65.42056074766354,0.012998427847462524
COAL,Monte Carlo,100000.0,99496.67245000006,-0.5033275499999437,-0.319797911946329,-0.09932857351398483,-3.631938377367666,239,70,28,71.42857142857143,-0.004410485359290222
COAL,Value Iteration,100000.0,101179.31049999995,1.1793104999999486,0.7470022475057903,0.1901414041210447,-4.503225039709719,145,35,4,89.74358974358975,0.013299105149106202
COAL,Policy Iteration,100000.0,101179.31049999995,1.1793104999999486,0.7470022475057903,0.1901414041210447,-4.503225039709719,145,35,4,89.74358974358975,0.013299105149106202
COAL,Expected SARSA,100000.0,100000.54155,0.0005415499999944587,0.00034376618178733054,0.005847284903532261,-0.0768683452878964,197,48,50,48.97959183673469,5.7243168664181695e-06
COAL,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
COAL,Buy & Hold,100000.0,107059.80880000001,7.059808800000013,4.417601663041837,0.3069802404645334,-14.840593191575953,1,0,0,0.0,0.1075706002221439
EICH,Q-Learning,100000.0,151776.68715,51.776687150000015,30.32442771942099,1.2015855610661963,-19.221673936699606,19,0,0,0.0,0.10375858298638996
EICH,SARSA,100000.0,105258.70080000012,5.258700800000122,3.3068203281385378,0.6164828545550344,-7.64970004254267,162,53,28,65.4320987654321,0.05368971208673264
EICH,Monte Carlo,100000.0,103283.66700000018,3.283667000000176,2.0720992294508633,0.22044274756248733,-16.20816389694739,314,101,56,64.3312101910828,0.006803695308352445
EICH,Value Iteration,100000.0,129780.42115000008,29.78042115000008,17.99489498046558,1.6612236361642003,-4.911150695992163,133,41,20,67.21311475409836,0.24717565004681427
EICH,Policy Iteration,100000.0,129780.42115000008,29.78042115000008,17.99489498046558,1.6612236361642003,-4.911150695992163,133,41,20,67.21311475409836,0.24717565004681427
EICH,Expected SARSA,100000.0,101759.35325000003,1.7593532500000293,1.1132472759119327,0.903306761980469,-0.7003030013173827,76,23,15,60.526315789473685,0.017562700042454547
EICH,Double Q-Learning,100000.0,98258.12674999997,-1.7418732500000331,-1.1092560735264434,-1.2417956147539908,-2.0202105153320926,167,39,44,46.98795180722892,-0.017507763294177508
EICH,Buy & Hold,100000.0,158866.294,58.866293999999996,34.088002210446035,1.2661183774523643,-19.325732657621863,1,0,0,0.0,0.5163179671210381
ETEA,Q-Learning,100000.0,99688.72130000009,-0.311278699999908,-0.19770678155764942,-0.1370074387940998,-3.0413732288971485,158,21,50,29.577464788732392,-0.0029665329016303962
ETEA,SARSA,100000.0,102865.87744,2.8658774399999967,1.8098107157846322,0.5154879071517391,-6.255874821785613,307,79,57,58.08823529411765,0.029295613143886453
ETEA,Monte Carlo,100000.0,110857.42531999994,10.857425319999937,6.7618052666783335,0.5662578198220497,-18.02058702260924,275,15,0,100.0,0.1167372076698553
ETEA,Value Iteration,100000.0,104676.9005900001,4.676900590000107,2.943985375004665,0.3810816131891302,-13.012316391998102,294,30,28,51.724137931034484,0.0516057188596658
ETEA,Policy Iteration,100000.0,104676.9005900001,4.676900590000107,2.943985375004665,0.3810816131891302,-13.012316391998102,294,30,28,51.724137931034484,0.0516057188596658
ETEA,Expected SARSA,100000.0,99881.93924000005,-0.11806075999994936,-0.07495908278851715,-1.0423472123006847,-0.14141391648221105,334,79,88,47.30538922155689,-0.0011808896716029044
ETEA,Double Q-Learning,100000.0,99983.09990999998,-0.016900090000024647,-0.010728214316435558,-0.25746889240505116,-0.06818308792185697,128,33,31,51.5625,-0.00016887651470635337
ETEA,Buy & Hold,100000.0,109268.13350000001,9.268133500000012,5.777329406052134,0.3394731349283932,-39.10804107590876,1,0,0,0.0,0.20048921608334477
GRAS,Q-Learning,100000.0,117878.73955000003,17.878739550000027,11.005884716907977,0.7215585493549727,-14.046818897812624,54,5,3,62.5,0.15882155304869
GRAS,SARSA,100000.0,97428.3902999999,-2.571609700000103,-1.6401699965076233,-0.5887584503133353,-3.5169306125138924,342,72,98,42.35294117647059,-0.02544612838598403
GRAS,Monte Carlo,100000.0,118964.8794,18.964879400000008,11.6540607902893,0.7784563684687906,-13.394354652870701,276,109,14,88.6178861788618,0.09569549092494176
