Company,Algorithm,Initial Capital,Final Portfolio Value,Total Return %,Annualized Return %,Sharpe Ratio,Maximum Drawdown %,Number of Trades,Winning Trades,Losing Trades,Win Rate %,Total Reward
ONGC,Policy Iteration,100000.0,99726.81596,-0.27318403999999286,-0.1734990934541103,-0.35526351543842916,-0.4822520910918487,126,31,32,49.2063492063492,-0.0027167208301200926
ONGC,Expected SARSA,100000.0,99986.95869000004,-0.013041309999956867,-0.00827859394071373,-0.15181857550784328,-0.05599727173916702,147,39,34,53.42465753424658,-0.000130184632217007
ONGC,Double Q-Learning,100000.0,99948.34279000001,-0.051657209999990295,-0.032794192451701676,-1.5371938035198898,-0.051657209999990295,46,7,16,30.434782608695656,-0.0005166688218133456
ONGC,Buy & Hold,100000.0,102249.42405000002,2.249424050000016,1.4196028877399014,0.18301032019302468,-22.635175820898677,1,0,0,0.0,0.07221848494281706
PGRDc1_NS,Q-Learning,100000.0,99482.55994999995,-0.5174400500000483,-0.3287730384207932,-1.3042226403191135,-0.5831064594898178,300,52,96,35.13513513513514,-0.005182708643929813
PGRDc1_NS,SARSA,100000.0,99833.20254999989,-0.16679745000011462,-0.10591239460906454,-0.3286461353731798,-0.4578964186674859,308,64,90,41.55844155844156,-0.001661129046026887
PGRDc1_NS,Monte Carlo,100000.0,99687.40079999999,-0.31259920000001146,-0.19854596898939425,-0.024884922271208785,-5.238559590409748,212,29,27,51.78571428571429,-0.0016744867709003756
PGRDc1_NS,Value Iteration,100000.0,99933.65464999998,-0.06634535000001779,-0.04211997820612323,0.00207152816412868,-3.4389988565611067,220,40,27,59.70149253731343,0.00010101394603015943
PGRDc1_NS,Policy Iteration,100000.0,99933.65464999998,-0.06634535000001779,-0.04211997820612323,0.00207152816412868,-3.4389988565611067,220,40,27,59.70149253731343,0.00010101394603015943
PGRDc1_NS,Expected SARSA,100000.0,99082.7511499999,-0.9172488500001054,-0.5832329718546192,-1.690277902815785,-0.9272768418710036,265,29,102,22.137404580152673,-0.009205143908502534
PGRDc1_NS,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
PGRDc1_NS,Buy & Hold,100000.0,90984.34225000002,-9.015657749999983,-5.8114805690708815,-0.1693517746632221,-22.056016265891188,1,0,0,0.0,-0.0575408791343237
REDY,Q-Learning,100000.0,95991.18829999998,-4.00881170000002,-2.563700563672433,-0.46690564187742245,-6.501707719992647,157,32,32,50.0,-0.03869651638967405
REDY,SARSA,100000.0,99764.92014999977,-0.23507985000022746,-0.14928872763571022,-0.043075421405859834,-2.7296842202373925,391,113,80,58.549222797927456,-0.0017958863612892188
REDY,Monte Carlo,100000.0,96763.3841,-3.236615900000004,-2.066872916897211,-0.20585003235040186,-12.052878570422184,304,86,33,72.26890756302521,-0.027265499556006954
REDY,Value Iteration,100000.0,98160.19784999992,-1.839802150000076,-1.1718312565688227,-0.3884502604480535,-4.794155469059501,146,36,31,53.73134328358209,-0.017885381485589866
REDY,Policy Iteration,100000.0,98160.19784999992,-1.839802150000076,-1.1718312565688227,-0.3884502604480535,-4.794155469059501,146,36,31,53.73134328358209,-0.017885381485589866
REDY,Expected SARSA,100000.0,98593.78964999998,-1.406210350000023,-0.8949448369316437,-1.0433631210144394,-2.133591511272677,185,37,55,40.21739130434783,-0.014102706385385418
REDY,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
REDY,Buy & Hold,100000.0,83996.632,-16.003368000000002,-10.46224081215551,-0.38317122416927335,-20.60535336544536,1,0,0,0.0,-0.13476592607707683
RELI,Q-Learning,100000.0,100354.3159,0.3543159000000014,0.22476828375284086,0.17449055951289089,-1.4597900501507681,76,17,21,44.73684210526316,0.0036801054324688953
RELI,SARSA,100000.0,97459.12535000015,-2.5408746499998527,-1.6204745345912985,-0.18320509199918852,-11.320345961425158,373,77,96,44.50867052023121,-0.021356028320007037
RELI,Monte Carlo,100000.0,97670.84265000005,-2.3291573499999503,-1.4848646224297823,-0.005207314348233501,-20.78689456906657,74,0,0,0.0,-0.12336570518445007
RELI,Value Iteration,100000.0,97864.03044999998,-2.1359695500000235,-1.3612169372747895,-0.14957917713485985,-9.01772028041706,44,0,0,0.0,-0.017284647929445875
RELI,Policy Iteration,100000.0,97864.03044999998,-2.1359695500000235,-1.3612169372747895,-0.14957917713485985,-9.01772028041706,44,0,0,0.0,-0.017284647929445875
RELI,Expected SARSA,100000.0,96435.87205000009,-3.5641279499999077,-2.277415347474754,-0.2599338609784685,-11.704821616611394,327,64,87,42.384105960264904,-0.03154298687214828
RELI,Double Q-Learning,100000.0,105150.65875000002,5.150658750000017,3.2394962743134803,1.340698390790761,-1.1551944369902711,164,64,10,86.48648648648648,0.050685981783553775
RELI,Buy & Hold,100000.0,106911.62875000002,6.911628750000018,4.325997012684479,0.30899055005184284,-20.78663027271809,1,0,0,0.0,0.10144186865634713
SBIc1_NS,Q-Learning,100000.0,101406.8593,1.4068592999999965,0.8907700967043297,0.4064241378282326,-3.759464839242445,296,95,51,65.06849315068493,0.014374238928897835
SBIc1_NS,SARSA,100000.0,101676.00704999991,1.6760070499999127,1.060668615302962,0.46971028908068874,-2.3274593953759255,374,109,73,59.89010989010989,0.017046075122433828
SBIc1_NS,Monte Carlo,100000.0,101190.38369999992,1.1903836999999184,0.7540011493329057,0.42228161102465583,-2.1236465411121204,310,84,65,56.375838926174495,0.012098396513729884
SBIc1_NS,Value Iteration,100000.0,118106.99010000004,18.10699010000004,11.142278293610254,0.6972121161066775,-23.1831417784627,114,0,0,0.0,0.15067670833493702
SBIc1_NS,Policy Iteration,100000.0,118106.99010000004,18.10699010000004,11.142278293610254,0.6972121161066775,-23.1831417784627,114,0,0,0.0,0.15067670833493702
SBIc1_NS,Expected SARSA,100000.0,99974.29409999996,-0.025705900000044492,-0.016318424321115632,-0.11467147408098084,-0.17233795782682523,231,59,56,51.30434782608696,-0.0002554924119498798
SBIc1_NS,Double Q-Learning,100000.0,100006.14534999999,0.006145349999991595,0.003900917529198189,0.17721986802843578,-0.02951265002658045,18,6,3,66.66666666666666,6.149041275555148e-05
SBIc1_NS,Buy & Hold,100000.0,129112.6375,29.112637499999998,17.576016201525867,0.846902617585824,-23.258634961712048,1,0,0,0.0,0.2945670596475721
SHMF,Q-Learning,100000.0,104999.30355999997,4.999303559999971,3.145140076926989,0.9988988244453514,-2.198162782773059,253,71,42,62.83185840707964,0.04958014956365466
SHMF,SARSA,100000.0,100349.45048999994,0.34945048999994466,0.22168376571500836,0.42448103536193815,-0.47269285714491416,265,82,50,62.121212121212125,0.003510503619686982
SHMF,Monte Carlo,100000.0,135647.89286999998,35.64789286999998,21.353834199538603,1.0253289493685585,-15.631843076568144,129,0,0,0.0,0.3343048258140461
SHMF,Value Iteration,100000.0,107199.38661999995,7.199386619999946,4.5118528402043,0.9170286605328453,-3.5676026961587093,134,53,3,94.64285714285714,0.07147907492599265
SHMF,Policy Iteration,100000.0,107199.38661999995,7.199386619999946,4.5118528402043,0.9170286605328453,-3.5676026961587093,134,53,3,94.64285714285714,0.07147907492599265
SHMF,Expected SARSA,100000.0,118969.01661000002,18.96901661000002,11.656525612402424,1.4086636729000972,-7.687153868514189,218,79,22,78.21782178217822,0.1789125953540064
SHMF,Double Q-Learning,100000.0,103702.8402000001,3.702840200000093,2.3348672680607363,1.2187874334980329,-2.0926957005951277,194,71,24,74.73684210526315,0.03665216009910045
SHMF,Buy & Hold,100000.0,179068.05217000004,79.06805217000003,44.65473573343961,1.210735268115769,-21.03917047930361,1,0,0,0.0,0.685441574342586
SUN,Q-Learning,100000.0,105445.7121,5.445712100000004,3.423292734391814,0.40004251496990134,-9.198430613225824,97,12,21,36.36363636363637,0.06037492467010213
SUN,SARSA,100000.0,98651.65305,-1.3483469500000065,-0.8580276430343758,-0.3015890280891229,-3.430511180810009,296,58,81,41.726618705035975,-0.012978409461873923
SUN,Monte Carlo,100000.0,116159.40355000006,16.15940355000006,9.975358109765398,0.8759603890165159,-7.662174100908404,244,62,38,62.0,0.15462719119856363
SUN,Value Iteration,100000.0,115449.4739,15.449473899999996,9.548221181533933,0.6380172774992839,-13.16174740589768,88,10,5,66.66666666666666,0.10426783881603006
SUN,Policy Iteration,100000.0,115449.4739,15.449473899999996,9.548221181533933,0.6380172774992839,-13.16174740589768,88,10,5,66.66666666666666,0.10426783881603006
SUN,Expected SARSA,100000.0,99751.76470000003,-0.24823529999997118,-0.1576469609454456,-0.21227213687391858,-1.0614766890532767,85,18,24,42.857142857142854,-0.0024427365932979004
SUN,Double Q-Learning,100000.0,99918.79740000002,-0.08120259999997506,-0.051553644482382754,-1.2664612932929546,-0.08120259999997506,20,3,7,30.0,-0.0008122224750991294
SUN,Buy & Hold,100000.0,105130.32260000001,5.130322600000014,3.221130028026886,0.2599339355771048,-17.084077399999995,1,0,0,0.0,0.08203225403073242
TACN,Q-Learning,100000.0,99312.9138,-0.6870862000000052,-0.43669931723592237,0.05777745534034237,-15.401495574171948,175,34,8,80.95238095238095,-0.0128494507051459
TACN,SARSA,100000.0,99626.8942,-0.3731058000000048,-0.23700271305284737,0.06846264005738933,-15.85190825072011,252,56,27,67.46987951807229,-0.00332636234564048
TACN,Monte Carlo,100000.0,104181.85905000003,4.181859050000028,2.634676423654625,0.23262068018175278,-16.284222103521685,144,24,0,100.0,-0.14290502252013682
TACN,Value Iteration,100000.0,96411.25345000002,-3.588746549999982,-2.29325205704467,-0.06315708598053878,-15.368774735396848,205,28,30,48.275862068965516,-0.036988398169024043
TACN,Policy Iteration,100000.0,96411.25345000002,-3.588746549999982,-2.29325205704467,-0.06315708598053878,-15.368774735396848,205,28,30,48.275862068965516,-0.036988398169024043
TACN,Expected SARSA,100000.0,99936.97150000004,-0.06302849999995669,-0.040014001875710026,-0.48138038065129385,-0.12451044707422754,46,7,16,30.434782608695656,-0.0006299313668230635
TACN,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
TACN,Buy & Hold,100000.0,117483.00760000001,17.48300760000001,10.749514843289386,0.5599888994493075,-16.249000726464747,1,0,0,0.0,0.20321813080244036
TAMO,Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
TAMO,SARSA,100000.0,98476.96216000013,-1.5230378399998734,-0.9695055970277089,-0.1670727817697044,-5.350621227643109,368,59,84,41.25874125874126,-0.013304213172339666
TAMO,Monte Carlo,100000.0,85366.40290000007,-14.633597099999927,-9.555498151062114,-0.37944087782488095,-25.512165650588535,305,0,27,0.0,-0.12382927665065097
TAMO,Value Iteration,100000.0,97165.82224,-2.834177760000006,-1.808519986745294,-1.7528645076528617,-2.9894005976845732,217,22,82,21.153846153846153,-0.028663861868226465
TAMO,Policy Iteration,100000.0,97165.82224,-2.834177760000006,-1.808519986745294,-1.7528645076528617,-2.9894005976845732,217,22,82,21.153846153846153,-0.028663861868226465
TAMO,Expected SARSA,100000.0,99305.81211999999,-0.6941878800000122,-0.4412187647981125,-0.8716783574108323,-0.7040064262253908,74,11,26,29.72972972972973,-0.006945533929479676
TAMO,Double Q-Learning,100000.0,100000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
TAMO,Buy & Hold,100000.0,74857.61240000001,-25.14238759999999,-16.765039018003634,-0.43313806581412967,-38.40981421703653,1,0,0,0.0,-0.2121693112115715
TAMOc1_NS,Q-Learning,100000.0,99765.91179999996,-0.23408820000004196,-0.14865870529289227,-0.15817465142726742,-1.512094979618396,209,45,58,43.689320388349515,-0.002276827657315532
TAMOc1_NS,SARSA,100000.0,99280.36655000002,-0.7196334499999794,-0.4574130741263449,-0.4124808215712296,-2.058996725649722,199,41,54,43.15789473684211,-0.007126139386102914
TAMOc1_NS,Monte Carlo,100000.0,77291.96889999992,-22.70803110000008,-15.083977419949434,-0.8018880134173809,-29.699938809302406,197,10,35,22.22222222222222,-0.22893861317362318
TAMOc1_NS,Value Iteration,100000.0,94107.21035000001,-5.892789649999992,-3.782011057565615,-1.2627517392621312,-6.363686682078734,253,43,71,37.719298245614034,-0.05999414779319856
TAMOc1_NS,Policy Iteration,100000.0,94107.21035000001,-5.892789649999992,-3.782011057565615,-1.2627517392621312,-6.363686682078734,253,43,71,37.719298245614034,-0.05999414779319856
TAMOc1_NS,Expected SARSA,100000.0,99983.85305,-0.01614694999999483,-0.010250105288656108,-0.06266429782412909,-0.1713267396590096,70,15,20,42.857142857142854,-0.0001593976028886303
TAMOc1_NS,Double Q-Learning,100000.0,99891.86820000003,-0.10813179999997373,-0.06865374631925825,-1.08537669620039,-0.13111409999996249,62,15,16,48.38709677419355,-0.0010815814789113852
TAMOc1_NS,Buy & Hold,100000.0,45642.05680000001,-54.357943199999994,-39.16600255530282,-0.842863983668917,-62.51612986210824,1,0,0,0.0,-0.5933164635006463
TCSc1_NS,Q-Learning,100000.0,64189.021150000044,-35.810978849999955,-24.529116430438613,-1.190143767853405,-46.6048020564095,165,23,46,33.33333333333333,-0.5614146245080771
TCSc1_NS,SARSA,100000.0,97831.37175000005,-2.1686282499999505,-1.3821135064853607,-2.9071101084565805,-2.3222187174153643,273,56,80,41.17647058823529,-0.021905963958283224
TCSc1_NS,Monte Carlo,100000.0,71063.22104999996,-28.936778950000036,-19.49427685665671,-1.4747055815081966,-30.86855399350124,221,12,95,11.214953271028037,-0.388659639681227
TCSc1_NS,Value Iteration,100000.0,96289.07090000004,-3.710929099999965,-2.371871793770197,-0.08974483707795962,-22.23238896395389,106,18,15,54.54545454545454,-0.02065392353356119
TCSc1_NS,Policy Iteration,100000.0,96289.07090000004,-3.710929099999965,-2.371871793770197,-0.08974483707795962,-22.23238896395389,106,18,15,54.54545454545454,-0.02065392353356119
TCSc1_NS,Expected SARSA,100000.0,99659.63729999999,-0.34036270000001245,-0.21619081691716113,-0.9973132034920952,-0.5311351196975824,16,2,6,25.0,-0.003405659119362147
TCSc1_NS,Double Q-Learning,100000.0,97455.5923,-2.5444076999999963,-1.6227384484204244,-0.43149510671210983,-3.701072193930298,128,19,45,29.6875,-0.024712617497520135
TCSc1_NS,Buy & Hold,100000.0,58434.28480000002,-41.56571519999998,-28.85541025443368,-1.3042275306300803,-52.50527348391202,1,0,0,0.0,-0.4910699754966136
TEML,Q-Learning,100000.0,107360.06830000004,7.360068300000043,4.611266445285267,0.346688398014232,-20.209855206908465,248,44,52,45.83333333333333,0.05855805475828068
TEML,SARSA,100000.0,102447.18400000001,2.4471840000000085,1.5465641294466037,0.17915509864840645,-24.114555676291562,187,18,48,27.27272727272727,-0.008319350204542726
TEML,Monte Carlo,100000.0,108396.11765000001,8.396117650000015,5.2509696038041564,0.4409612114526851,-16.486308252922502,283,45,64,41.284403669724774,0.08785674628196907
TEML,Value Iteration,100000.0,109169.99290000001,9.169992900000013,5.727338753840572,1.2238902828822718,-4.138082398349851,99,26,7,78.78787878787878,0.0894608107285033
TEML,Policy Iteration,100000.0,109169.99290000001,9.169992900000013,5.727338753840572,1.2238902828822718,-4.138082398349851,99,26,7,78.78787878787878,0.0894608107285033
TEML,Expected SARSA,100000.0,99811.63364999997,-0.1883663500000257,-0.11961284780969139,-0.5578582437096805,-0.4362236917027427,140,38,32,54.285714285714285,-0.0018817680679317614
TEML,Double Q-Learning,100000.0,99568.74720000004,-0.4312527999999584,-0.2739677824779907,-1.4285965150935678,-0.524157565312381,156,33,45,42.30769230769231,-0.0043188841348262945
TEML,Buy & Hold,100000.0,96853.2767,-3.1467232999999974,-2.0056777847810014,0.061082752852676274,-26.0206893085021,1,0,0,0.0,0.02588565346202852
TISC,Q-Learning,100000.0,100399.68768,0.3996876800000027,0.2535299467867569,0.9323385172271519,-0.16079265509304366,297,81,67,54.729729729729726,0.003994846912337219
TISC,SARSA,100000.0,102732.36999,2.7323699900000062,1.7259126798770286,0.3992091555915596,-5.802906416483862,210,5,3,62.5,0.028615856501157902
TISC,Monte Carlo,100000.0,106757.65972,6.757659719999996,4.238275959238158,0.46440881756316904,-11.284566039413596,378,0,0,0.0,0.07348675214588493
TISC,Value Iteration,100000.0,100318.97549999999,0.3189754999999859,0.2023623308747169,0.5089206923544487,-0.5729702376786212,87,31,5,86.11111111111111,0.003197411833829469
TISC,Policy Iteration,100000.0,100318.97549999999,0.3189754999999859,0.2023623308747169,0.5089206923544487,-0.5729702376786212,87,31,5,86.11111111111111,0.003197411833829469
TISC,Expected SARSA,100000.0,99968.4342,-0.03156579999999667,-0.020038576030434463,-0.24982867768921,-0.12223224186760702,103,30,21,58.82352941176471,-0.00031519468849433064
TISC,Double Q-Learning,100000.0,99997.13625999998,-0.002863740000015241,-0.0018178618543029934,-0.10641092770598655,-0.018842213893057024,28,7,7,50.0,-2.8614506228265806e-05
TISC,Buy & Hold,100000.0,138553.67980000004,38.55367980000004,22.953420141160706,0.8832055098010837,-20.018905315081238,1,0,0,0.0,0.38881762912494616
TITN,Q-Learning,100000.0,108209.25860000006,8.209258600000059,5.135760093225583,1.2868155983076688,-2.455124479411117,147,54,19,73.97260273972603,0.08015190944910142
TITN,SARSA,100000.0,131130.0799,31.130079900000013,18.772360951113054,1.132627187710186,-12.008964178960339,346,119,49,70.83333333333334,0.26162116050414763
TITN,Monte Carlo,100000.0,148186.42905,48.18642905000001,28.358969698147398,1.2905250590342983,-11.102800526515301,48,9,0,100.0,0.2221180662075632
TITN,Value Iteration,100000.0,142085.604,42.085604,24.978738392328115,1.1903918441997485,-11.209315487205005,29,0,0,0.0,0.21116188318720094
TITN,Policy Iteration,100000.0,142085.604,42.085604,24.978738392328115,1.1903918441997485,-11.209315487205005,29,0,0,0.0,0.21116188318720094
TITN,Expected SARSA,100000.0,107159.61369999997,7.159613699999973,4.487236971253505,0.5881874212987738,-8.473984201920851,152,52,21,71.23287671232876,0.07028754598662643
TITN,Double Q-Learning,100000.0,99715.33740000005,-0.28466259999995236,-0.1807929203545,-0.862574299765103,-0.41298529439927806,95,26,21,55.319148936170215,-0.002847163429091431
TITN,Buy & Hold,100000.0,148542.88450000001,48.542884500000014,28.498831287741176,1.2360241271995784,-16.62389010923177,1,0,0,0.0,0.4358734514180744
TREN,Q-Learning,100000.0,92865.69121999998,-7.134308780000022,-4.589735305246068,-2.218012975598442,-7.782093111726009,211,38,67,36.19047619047619,-0.07365228650747051
TREN,SARSA,100000.0,79792.40192000006,-20.20759807999994,-13.35033467729021,-0.24852757046725757,-43.72335926061922,170,11,61,15.277777777777779,-0.3535528940308332
TREN,Monte Carlo,100000.0,75702.37064000005,-24.29762935999995,-16.196761823037498,-1.1032863730268232,-32.74560653540517,245,37,85,30.327868852459016,-0.27806822217758187
TREN,Value Iteration,100000.0,79486.47611000003,-20.51352388999997,-13.561367970012494,-0.3381948381519756,-46.75063189241349,106,8,35,18.6046511627907,-0.2879127879300805
TREN,Policy Iteration,100000.0,79486.47611000003,-20.51352388999997,-13.561367970012494,-0.3381948381519756,-46.75063189241349,106,8,35,18.6046511627907,-0.2879127879300805
TREN,Expected SARSA,100000.0,91761.09430000008,-8.238905699999915,-5.311700183124524,-0.3821533668683877,-18.74818766121404,199,45,53,45.91836734693878,-0.07366244883394855
TREN,Double Q-Learning,100000.0,94198.95745999998,-5.801042540000024,-3.7224759011581177,-0.9100983343228116,-6.829393669143992,159,29,50,36.708860759493675,-0.058394011881878434
TREN,Buy & Hold,100000.0,64072.10716000002,-35.927892839999984,-24.579412869815663,-0.5600236214209701,-54.47760001728871,1,0,0,0.0,-0.33054946035924027
ULTC,Q-Learning,100000.0,104369.26985000004,4.36926985000004,2.751836347360337,0.4819821591448504,-4.884511993417464,140,38,32,54.285714285714285,0.014643188000935664
ULTC,SARSA,100000.0,95506.13220000005,-4.493867799999949,-2.876530197151872,-0.10516697468209313,-22.08555712188544,72,14,18,43.75,-0.15610531637135736
ULTC,Monte Carlo,100000.0,105105.65160000008,5.105651600000085,3.2114435940399533,0.2631624962044507,-18.934061669203146,88,24,16,60.0,-0.20083842379279399
ULTC,Value Iteration,100000.0,104411.27799999999,4.411277999999991,2.778087211671876,0.24717020629300648,-18.943115356231182,8,0,0,0.0,0.05648766614587784
ULTC,Policy Iteration,100000.0,104411.27799999999,4.411277999999991,2.778087211671876,0.24717020629300648,-18.943115356231182,8,0,0,0.0,0.05648766614587784
ULTC,Expected SARSA,100000.0,102367.78725000001,2.3677872500000086,1.4966004477393824,1.2343009374276053,-1.2455098000000289,60,21,9,70.0,0.02351944975153463
ULTC,Double Q-Learning,100000.0,99638.90480000005,-0.36109519999995243,-0.22936834559076358,-0.44268485038529537,-0.8306237732224966,40,13,7,65.0,-0.0035962047272647783
ULTC,Buy & Hold,100000.0,103556.42400000001,3.5564240000000136,2.2391895822078345,0.2118192637121123,-19.086741292277395,1,0,0,0.0,0.07026369645739076
WIPR,Q-Learning,100000.0,99846.09473999999,-0.1539052600000141,-0.09772385870265854,-1.7176701909088437,-0.17090889142819618,129,36,28,56.25,-0.0015399760944699197
WIPR,SARSA,100000.0,92928.68943000003,-7.071310569999972,-4.548654471573277,-1.2507236575287697,-8.499526398225282,108,0,3,0.0,-0.07225195082000875
WIPR,Monte Carlo,100000.0,85800.43030999994,-14.199569690000063,-9.263866339489823,-1.1062987752059155,-18.395621724237124,243,0,3,0.0,-0.14735561088574092
WIPR,Value Iteration,100000.0,97446.2568600001,-2.553743139999904,-1.6287205718950037,-1.520822040820873,-2.8066185102192343,150,1,67,1.4705882352941175,-0.025775657974944282
WIPR,Policy Iteration,100000.0,97446.2568600001,-2.553743139999904,-1.6287205718950037,-1.520822040820873,-2.8066185102192343,150,1,67,1.4705882352941175,-0.025775657974944282
WIPR,Expected SARSA,100000.0,98859.11532,-1.1408846800000028,-0.7257304341596549,-1.6140456635376048,-1.2921580660835048,295,52,95,35.374149659863946,-0.011458007660466564
WIPR,Double Q-Learning,100000.0,99981.36451,-0.018635490000000574,-0.011829887548331364,-1.4377680532437898,-0.018635490000000574,8,1,3,25.0,-0.0001863668071616477
WIPR,Buy & Hold,100000.0,61172.500400000004,-38.827499599999996,-26.760590380938233,-1.0558249739892478,-46.76267123957075,1,0,0,0.0,-0.43590314779601924
