Date,Open,High,Low,Close,Volume,MA5,MA20,RSI,Volatility,Trend,RSI_Condition,Volatility_Condition
2015-01-01,2678.9,2678.9,2651.2,2662.5,54100.0,,,,,,,
2015-01-02,2669.5,2752.5,2667.25,2742.1,228660.0,,,,,,,
2015-01-05,2748.0,2775.4,2726.0,2747.7,181680.0,,,,,,,
2015-01-06,2737.7,2739.0,2651.0,2670.6,292470.0,,,,,,,
2015-01-07,2675.0,2692.95,2612.25,2660.05,120020.0,2696.59,,,,,,
2015-01-08,2675.0,2732.3,2660.3,2727.45,249880.0,2709.58,,,,,,
2015-01-09,2760.0,2760.0,2711.0,2729.35,334880.0,2707.0299999999997,,,,,,
2015-01-12,2727.7,2735.0,2690.0,2700.3,148060.0,2697.55,,,,,,
2015-01-13,2735.0,2851.25,2715.05,2818.5,517230.0,2727.13,,,,,,
2015-01-14,2829.0,2918.8,2829.0,2908.85,537830.0,2776.89,,,,,,
2015-01-15,2920.0,3102.3,2898.4,3083.05,699210.0,2848.0099999999998,,,,,,
2015-01-16,3100.2,3139.95,3045.75,3070.1,369250.0,2916.16,,,,,,
2015-01-19,3099.0,3139.95,3066.5,3088.5,147140.0,2993.8,,,,,,
2015-01-20,3100.0,3127.95,3085.05,3096.45,303340.0,3049.3900000000003,,,,,,
2015-01-21,3109.0,3115.9,3041.3,3054.8,295820.0,3078.58,,76.6907062185332,,,RSI_HIGH,
2015-01-22,3062.0,3144.25,3059.0,3122.45,368720.0,3086.46,,76.30541531226231,,,RSI_HIGH,
2015-01-23,3168.0,3185.75,3130.0,3147.9,414380.0,3102.02,,76.93861066235871,,,RSI_HIGH,
2015-01-27,3199.9,3199.9,3105.45,3121.45,426960.0,3108.6099999999997,,82.56880733944958,,,RSI_HIGH,
2015-01-28,3130.0,3189.95,3125.0,3139.75,241080.0,3117.2699999999995,,84.26918131161595,,,RSI_HIGH,
2015-01-29,3135.0,3175.0,3113.1,3162.75,353460.0,3138.8599999999997,2922.73,83.20366132723113,,BULLISH,RSI_HIGH,
2015-01-30,3162.35,3185.0,3097.0,3140.35,170800.0,3142.4399999999996,2946.6225,80.39940828402366,0.021212397167734758,BULLISH,RSI_HIGH,HIGH_VOLATILITY
2015-02-02,3149.8,3169.15,3039.0,3087.05,258420.00000000003,3130.27,2963.87,77.6151374509104,0.021312605062877816,BULLISH,RSI_HIGH,HIGH_VOLATILITY
2015-02-03,3070.0,3188.0,3060.0,3107.55,407780.0,3127.4900000000002,2981.8625,73.98556136420214,0.021290704736239938,BULLISH,RSI_HIGH,HIGH_VOLATILITY
2015-02-04,3125.4,3126.4,3068.1,3096.9,220090.0,3118.9200000000005,3003.1775,67.98316916897772,0.01985756142974459,BULLISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-05,3109.9,3109.9,3041.0,3064.1,130330.0,3099.19,3023.38,47.51605715034732,0.020114989364160705,BULLISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-06,3030.0,3050.0,2995.0,3008.35,129840.0,3072.79,3037.425,42.722451384796706,0.020411640973974562,BEARISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-09,2961.05,2990.0,2941.0,2962.75,127620.0,3047.93,3049.0950000000003,36.072654779045294,0.020894103433343504,BEARISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-10,2951.1,3025.95,2941.1,2966.2,187840.0,3019.66,3062.39,35.429018905917886,0.020614152117777167,BEARISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-11,2975.0,3019.95,2975.0,3008.0,170700.0,3001.8799999999997,3071.865,44.76627152762244,0.018642819825662606,BEARISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-12,3007.0,3095.0,3000.5,3035.1,187080.0,2996.08,3078.1775,39.257163940474754,0.017454037859433717,BEARISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-13,3071.1,3144.75,3068.0,3112.5,193740.0,3016.91,3079.65,46.13958560523446,0.012458500090485146,BULLISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-16,3123.0,3150.0,3070.15,3078.8,177610.0,3040.12,3080.085,45.42136339237792,0.012677660257150504,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-18,3082.3,3127.5,3082.0,3110.0,202110.0,3068.88,3081.16,46.89230126397158,0.012810056482610577,BULLISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-19,3112.6,3128.9,3008.1,3062.3,165740.0,3079.7400000000002,3079.4525000000003,40.02185358100726,0.01326975698982317,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-20,3119.0,3125.1,3005.65,3014.1,201230.0,3075.54,3077.4175,38.07049040914674,0.013396857383229637,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-23,3028.0,3043.0,2970.0,2978.1,200060.0,3048.6600000000003,3070.2,39.35723356452083,0.01249054761832988,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-24,2981.0,3008.2,2965.0,2988.6,118100.0,3030.62,3062.2349999999997,38.148849257746306,0.012328848746767757,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-25,2995.2,3060.0,2992.2,3042.85,284770.0,3017.1899999999996,3058.305,45.045375378128135,0.013069751146453985,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-26,3044.0,3065.0,2952.45,2977.45,218730.0,3000.2200000000003,3050.19,42.50497361819911,0.013708283219030566,BEARISH,RSI_NORMAL,LOW_VOLATILITY
2015-02-27,3001.0,3136.7,2994.0,3125.8,251640.0,3022.56,3048.3424999999997,58.75643032878553,0.017957001484130927,BULLISH,RSI_NORMAL,HIGH_VOLATILITY
2015-02-28,3150.0,3174.05,3098.4,3135.75,124460.0,3054.0899999999997,3048.1125,63.62204724409449,0.017903662161014255,BULLISH,RSI_NORMAL,HIGH_VOLATILITY
2015-03-02,3159.0,3379.0,3145.0,3369.8,446750.0,3130.33,3062.25,73.31330868761555,0.02399501866125381,BULLISH,RSI_HIGH,HIGH_VOLATILITY
2015-03-03,3375.0,3375.0,3310.0,3360.85,247540.0,3193.9300000000003,3074.915,71.18583008105672,0.024044579247693872,BULLISH,RSI_HIGH,HIGH_VOLATILITY
