Company,Algorithm,State_ID,Trend,RSI,Volatility,Position,Value,Best_Action
TISC,Policy Iteration,0,BULLISH,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,1,BULLISH,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,2,BULLISH,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,3,BULLISH,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,4,BULLISH,RSI_NORMAL,LOW_VOLATILITY,0,1.223985938874676e-06,BUY
TISC,Policy Iteration,5,BULLISH,RSI_NORMAL,LOW_VOLATILITY,1,2.0636240783015966e-06,HOLD
TISC,Policy Iteration,6,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,0,5.359425584408872e-06,BUY
TISC,Policy Iteration,7,BULLISH,RSI_NORMAL,HIGH_VOLATILITY,1,6.041111019849481e-06,HOLD
TISC,Policy Iteration,8,BULLISH,RSI_HIGH,LOW_VOLATILITY,0,1.2352911232292143e-06,HOLD
TISC,Policy Iteration,9,BULLISH,RSI_HIGH,LOW_VOLATILITY,1,3.750967108369098e-07,SELL
TISC,Policy Iteration,10,BULLISH,RSI_HIGH,HIGH_VOLATILITY,0,8.00778705774967e-06,BUY
TISC,Policy Iteration,11,BULLISH,RSI_HIGH,HIGH_VOLATILITY,1,9.57084310817449e-06,BUY
TISC,Policy Iteration,12,BEARISH,RSI_LOW,LOW_VOLATILITY,0,1.8633567387519546e-06,BUY
TISC,Policy Iteration,13,BEARISH,RSI_LOW,LOW_VOLATILITY,1,2.633502012501827e-06,HOLD
TISC,Policy Iteration,14,BEARISH,RSI_LOW,HIGH_VOLATILITY,0,5.126557302560718e-06,BUY
TISC,Policy Iteration,15,BEARISH,RSI_LOW,HIGH_VOLATILITY,1,5.696157747257261e-06,HOLD
TISC,Policy Iteration,16,BEARISH,RSI_NORMAL,LOW_VOLATILITY,0,1.153608674954541e-06,HOLD
TISC,Policy Iteration,17,BEARISH,RSI_NORMAL,LOW_VOLATILITY,1,1.696365288319185e-06,HOLD
TISC,Policy Iteration,18,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,0,9.267948901175921e-06,BUY
TISC,Policy Iteration,19,BEARISH,RSI_NORMAL,HIGH_VOLATILITY,1,1.0939622239142449e-05,BUY
TISC,Policy Iteration,20,BEARISH,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,21,BEARISH,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,22,BEARISH,RSI_HIGH,HIGH_VOLATILITY,0,8.111854039241151e-06,HOLD
TISC,Policy Iteration,23,BEARISH,RSI_HIGH,HIGH_VOLATILITY,1,6.355050952886649e-06,SELL
TISC,Policy Iteration,24,NEUTRAL,RSI_LOW,LOW_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,25,NEUTRAL,RSI_LOW,LOW_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,26,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,27,NEUTRAL,RSI_LOW,HIGH_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,28,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,29,NEUTRAL,RSI_NORMAL,LOW_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,30,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,31,NEUTRAL,RSI_NORMAL,HIGH_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,32,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,33,NEUTRAL,RSI_HIGH,LOW_VOLATILITY,1,0.0,HOLD
TISC,Policy Iteration,34,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,0,0.0,HOLD
TISC,Policy Iteration,35,NEUTRAL,RSI_HIGH,HIGH_VOLATILITY,1,0.0,HOLD
